4.5831	0.035108	67.734
1.5235	0.0028025	8.4829
0.89024	0.011308	0.9998
0.91166	0.0015454	0.99985
0.11372	5.0009e-05	0.42377
0.11264	3.927e-05	0.55491
1.9655	3.7078e-08	198.79
0.11722	0.00027223	0.48176
1.4032	0.14529	5.7773
0.11357	0.00013158	0.55933
3.4345	0.0077491	29.275
0.0011846	2.8302e-11	0.032539
0.014664	5.1126e-06	0.072243
41.561	0.012626	563.38
0.0013872	1.7233e-06	0.010274
0.078368	6.9314e-08	0.54658
0.19204	0.04158	0.46
0.10494	0.03511	0.39387
0.017281	0.0020503	0.17239
0.36281	0.00023411	1.8641
0.42938	4.9307e-06	1.8098
2.5307	0.0020315	202.33
0.27262	0.020532	1.8021
0.29064	0.049867	0.75645
0.53222	5.1688e-05	13.971
1.4735	0.0052642	19.631
0.20477	0.1181	0.32323
0.14927	0.07745	0.28356
0.21043	0.12305	0.32323
0.020111	3.607e-06	0.14553
0.020108	3.1722e-05	0.15672
0.019816	5.1273e-06	0.13983
0.088575	0.002949	0.4024
0.11785	0.014216	0.4024
0.049957	1.3773e-05	0.48004
0.38844	0.00032336	10.685
0.036834	0	1
0.41489	0.032482	0.85868
0.44294	0.084632	0.85868
0.16513	7.3677e-06	1.0326
0.90378	0.0013321	22.766
1.6162	0	563.38
