2.613	0.062061	22.519
1.2431	6.0045e-05	6.7314
0.51235	0.0010605	0.99184
0.55725	0.0026627	0.99401
0.10691	1.9626e-05	0.52272
0.11203	2.139e-05	0.44227
0.73692	4.1889e-09	37.948
0.11437	6.0949e-06	0.51431
1.0799	0.1442	4.1286
0.11455	5.8469e-06	0.55658
0.05398	3.0859e-05	0.39964
0.00128	2.0157e-09	0.024699
0.014585	2.7847e-06	0.057579
5.0881	0.00059531	36.183
0.0015697	8.1431e-08	0.0076857
0.084701	1.6213e-06	0.6604
0.14061	0.029813	0.40346
0.098028	0.042684	0.27279
0.015243	0.0048861	0.12488
0.32461	3.4475e-06	1.5934
0.4119	0.00021192	1.9518
1.2414	0.00027971	18.593
0.15494	0.020254	4.6024
0.12668	0.020254	0.46123
0.10678	3.9388e-05	2.5149
0.07251	2.7818e-05	0.71214
0.16657	0.098027	0.23463
0.11174	0.064368	0.17445
0.17072	0.1075	0.23463
0.018932	4.4405e-06	0.076122
0.018264	2.4133e-05	0.079525
0.018881	0.00021086	0.071317
0.058537	0.0011024	0.2789
0.076191	0.0065058	0.2789
0.028946	1.3961e-05	0.22816
0.032936	2.0854e-05	0.23035
0.037181	0	0.9944
0.21084	0.026977	0.6317
0.23456	0.054414	0.6317
0.15213	9.8171e-05	0.78196
1.6109	0.0014909	44.49
0.44084	0	44.49
