3.3093	0.092654	28.045
1.4033	0.00046253	8.2626
0.55712	0.0012808	0.99809
0.63959	0.0014206	0.99934
0.10936	0.00031538	0.56681
0.11118	0.00037489	0.52881
2.6549	1.0866e-07	175.62
0.11523	6.4371e-05	0.53322
1.2303	0.21028	4.6564
0.11339	6.4697e-05	0.47024
0.1925	5.6746e-05	1.646
0.0011668	2.0881e-09	0.020248
0.014474	4.8807e-05	0.068846
11.031	0.0095335	104.35
0.0015825	6.5669e-07	0.010871
0.078847	1.0021e-06	0.60071
0.14349	0.03189	0.55551
0.10316	0.04322	0.49474
0.015854	0.003829	0.14078
0.34342	3.0843e-05	2.0554
0.44925	0.00032602	2.4875
1.9256	0.0005803	70.26
0.40893	0.027019	20.429
0.16453	0.039945	1.4782
1.3304	0.00031031	145.63
0.31195	0.00012318	20.364
0.16475	0.089034	0.24612
0.11757	0.063787	0.21366
0.16852	0.10241	0.24612
0.019068	6.7143e-06	0.1148
0.018564	1.7334e-05	0.12509
0.0189	1.0707e-05	0.10972
0.053162	0.0019357	0.33201
0.071168	0.010212	0.33201
0.02719	4.9543e-06	0.29349
0.033131	4.6267e-06	0.30985
0.036206	0	0.98
0.23278	0.023014	0.7295
0.25482	0.059063	0.7295
0.45812	0.00048371	5.8643
1.8474	0.00047999	76.652
0.73857	0	175.62
