6.1512	0.064316	82.399
1.9071	0.00062772	13.042
0.48449	0.00035123	0.98328
0.50611	0.00013924	0.98768
0.10988	7.6106e-05	0.60545
0.11255	7.1324e-05	0.52331
1.2269	4.8571e-08	81.076
0.11738	4.2285e-05	0.46478
1.6208	0.17063	7.2084
0.11498	3.7917e-05	0.49733
0.044838	1.7513e-05	0.23506
0.0014631	7.823e-11	0.021993
0.014652	9.2856e-06	0.068129
5.2191	0.0028148	27.028
0.0018734	3.7603e-07	0.010737
0.097807	4.5493e-07	0.60659
0.1428	0.034142	0.47904
0.10053	0.039506	0.38245
0.015827	0.0036617	0.13501
0.36129	0.0001306	1.7166
0.42109	0.00017477	1.9702
1.705	0.0017376	39.817
0.19142	0.03177	3.8988
0.17092	0.034015	0.67965
0.23368	0.00016187	3.534
0.11351	0.00012672	0.98749
0.1589	0.10639	0.24608
0.11391	0.070069	0.2076
0.16272	0.10756	0.24608
0.018962	7.1172e-06	0.098185
0.018428	6.2875e-06	0.10466
0.018865	4.8994e-05	0.091318
0.050428	0.0014695	0.2462
0.067901	0.0080399	0.2462
0.025363	4.9667e-05	0.21163
0.030087	6.162e-07	0.21675
0.036772	0	1
0.23762	0.026233	0.758
0.25686	0.047279	0.758
1.4292	0.0017333	54.739
0.68945	0.00022121	6.1727
0.59763	0	82.399
