B1,0.53064,0.263617157,0.120009419,0.106932813,0.149013894,0.073536752,0.166014236,0.195560325,0.119349625,0.034945239,0.042525665,0.122457229,0.157974511,0.046828449,0.076701206,0.077476633,0.176496924,0.069030055,0.05739099,0.031242343,0.060545072,0.066932582,0.084112258,0.162029756,0.131848175,0.213066424,0.012517487,0.133575017,0.029840227,0.063681152,0.070712922,0.099322954,0.183279608,0.065257922,0.047452898,0.063990511,0.102134064,0.030587903,0.116497458,0.061838055,0.066078614,0.045023804,0.149488572,0.052403488,0.040053023,0.114530587,0.131473868,0.085166949,0.051241733
B2,0.195007343,0.51096,0.124015916,0.234943578,0.063121165,0.055836671,0.117179164,0.065479927,0.060530864,0.074890523,0.041256034,0.078985985,0.065242604,0.112554078,0.031448121,0.190951655,0.070900264,0.080455952,0.062129435,0.057033578,0.08440154,0.019275467,0.051484338,0.081692863,0.073258281,0.099339918,0.052444252,0.078886347,0.03603233,0.070602142,0.1484547,0.078959963,0.117822358,0.071848068,0.081669886,0.075745507,0.043125291,0.020338676,0.051615167,0.077940221,0.054314958,0.056525453,0.107857811,0.105511946,0.064181346,0.078960189,0.133952442,0.046446455,0.103634497
B3,0.110460169,0.171850936,0.5,0.108769691,0.055769975,0.192739284,0.06639907,0.04938322,-0.008623527,0.104168317,0.057978936,0.087580029,0.032665741,0.056994853,0.049169818,0.130717162,0.083642271,0.160946654,0.115220741,0.034137302,0.022730385,0.060247818,0.064390227,0.065848954,0.068290253,0.046766092,0.049102551,0.056002153,0.051695807,0.028019747,0.081673837,0.037096462,0.345191792,0.031901101,0.054805804,0.031801882,0.066206703,0.010676622,0.105212688,0.14401925,0.087971593,0.059684307,0.043152571,0.087226213,0.063532432,0.091697926,0.037444466,0.051252584,0.094267752
B4,0.093061308,0.162048009,0.089929149,0.499998313,0.017932761,0.039945857,0.144393034,0.080377192,0.173008103,0.111383273,0.041571184,0.084658488,0.049456717,0.042052855,0.044677353,0.115081705,0.048071165,0.110416608,0.073370571,0.100842632,0.093447986,0.01102362,0.067185077,0.082237916,0.041434117,0.05922801,0.024881296,0.117241044,0.03613931,0.03638278,0.165182887,0.074476417,0.054982739,0.083450952,0.058855131,0.049292056,0.096308005,0.079687859,0.029081637,0.092300915,-0.029960001,0.107198393,0.031363894,0.190773649,0.032701368,0.055161421,0.110660846,0.080729258,0.078776379
B5,0.128319563,0.059655482,0.086985541,0.007284437,0.499986943,0.140452159,0.042788734,0.079324355,0.08867588,0.029524748,0.087851883,0.085158002,0.069769146,0.085034547,0.044445657,0.04422799,0.082003397,0.0971717,0.034305703,0.061676758,0.05755231,0.110759273,0.055245228,0.034718651,0.264897903,0.068505413,0.039662309,0.095963862,0.144643219,0.036652951,0.037960939,0.042230892,0.043244356,0.069574426,0.133879406,0.081260836,0.062863717,0.051409287,0.049787023,0.033894031,-0.004399251,0.053671924,0.040238507,0.049128398,0.033899616,0.044375425,0.049672228,0.047638143,0.072405997
B6,0.085704854,0.06879916,0.178213464,0.042391434,0.110621227,0.501366733,0.04687085,0.144069258,0.043880399,0.088134124,0.088882615,0.089294431,0.046788383,0.033934226,0.057733739,0.053144437,0.085740957,0.066801958,0.045321618,-0.002876137,0.058420171,0.046315079,0.04841598,0.041191867,0.036843882,0.039135921,0.039083386,0.032320459,0.075329969,0.054721802,0.090603644,0.033628562,0.09014765,0.081318076,0.049470957,0.089546167,0.246498868,0.027290723,0.113177478,0.166702288,0.008213979,0.037907543,0.046205844,0.039131169,0.109618683,0.074669391,0.057097985,0.058358342,0.105650528
B7,0.156654012,0.115341726,0.075105532,0.112642397,0.040914058,0.040564659,0.500076839,0.059580254,0.086676395,0.112940634,0.03608427,0.035397555,0.03954861,0.056250783,0.126131309,0.081005232,0.095994033,0.082445271,0.047376101,0.083392971,0.097688314,0.02863788,0.12081147,0.105113518,0.036053548,0.040966952,0.042494187,0.104969729,0.065444927,0.055831366,0.073218329,0.060321583,0.102781238,0.165170763,0.096409254,0.073432537,0.117600917,0.066715914,0.090037405,0.070538436,0.116001873,0.122497276,0.089069678,0.109476067,0.065912809,0.0527145,0.084411205,0.043185635,0.064780048
B8,0.177841582,0.062813361,0.071096808,0.120370548,0.085811434,0.102434314,0.031225556,0.498824415,0.023644645,0.049872019,0.108300754,0.142956788,0.084911974,0.050776474,0.081238321,0.046886296,0.113392592,0.038557537,0.037185193,0.060586441,0.043888864,0.019184418,0.028274084,0.041197812,0.040206185,0.063306245,0.087349151,0.04737666,0.065062001,0.188710967,0.067804218,0.067296979,0.125934098,0.060496732,0.069951444,0.238161712,0.071894758,0.065906055,0.161401679,0.108358659,0.023187476,0.085951009,0.094645211,0.039592699,0.101120042,0.051104853,0.088908941,0.07007663,0.046950725
B9,0.075346622,0.096262508,0.080102111,0.146277417,0.067565395,0.04718199,0.117816909,0.049131549,0.5,0.051696368,0.058578125,0.055253776,0.077692745,0.064478401,0.080539884,0.059944697,0.178942418,0.07785127,0.074270819,0.133377459,0.107491077,0.073042183,0.047102557,0.024130511,0.043072636,0.043675596,0.007360714,0.099532698,0.065660508,0.086860923,0.064423864,0.131745128,0.064399457,0.061508468,0.078356149,0.057132479,0.034759881,0.043501349,0.039085131,0.033324196,0.038417465,0.075668319,0.032540263,0.112194728,0.034943909,0.129709359,0.110546549,0.090073281,0.050700661
B10,0.036663195,0.085626186,0.132653711,0.101001604,0.028779176,0.079215167,0.098338826,0.047390809,-0.004223182,0.50628,0.073816487,0.050829309,0.025143735,0.081058343,0.056169649,0.141364782,0.086634542,0.076591599,0.053597009,0.053225804,0.069792623,0.028053291,0.035932443,0.043334925,0.030777426,0.05098115,0.031450431,0.094059663,0.075883953,0.09587607,0.055493499,0.084298952,0.107499751,0.041262677,0.048353254,0.065412904,0.068242979,0.096347307,0.053742974,0.187684727,0.161840686,0.046288074,0.104748893,0.105273559,0.10023475,0.07827482,0.079867473,0.054200268,0.099009883
