4.0814	0.023385	45.58
1.2879	0.0018684	7.0965
0.54918	0.0040491	0.99689
0.59992	0.001498	0.99749
0.10671	6.8702e-05	0.62394
0.11171	5.8803e-05	0.49316
1.7343	1.7134e-08	126.32
0.11645	0.00017169	0.47456
1.3462	0.13016	5.408
0.11409	0.00019663	0.46426
0.11496	0.00037092	1.1559
0.0012657	6.5419e-12	0.027458
0.014543	7.6555e-06	0.064204
7.3915	0.0035074	86.142
0.001708	2.5009e-06	0.010595
0.086418	4.7778e-09	0.57245
0.14543	0.030344	0.42825
0.097536	0.046843	0.33622
0.015406	0.0043239	0.14839
0.35077	0.00021295	1.9251
0.43437	0.00038475	2.406
1.6225	0.0011191	23.754
0.16124	0.028686	2.459
0.14585	0.037837	0.53615
0.41785	7.4206e-05	5.3369
0.42244	0.0006425	8.9352
0.17333	0.10508	0.23451
0.11786	0.067587	0.19178
0.17773	0.11398	0.23451
0.019114	1.2318e-06	0.091499
0.018533	5.7391e-06	0.096697
0.019096	8.0109e-05	0.085809
0.06058	0.0017918	0.36128
0.082172	0.011526	0.36128
0.030401	1.0968e-05	0.28281
0.041377	4.0287e-05	0.25913
0.037003	0	1
0.2434	0.030786	0.70417
0.27166	0.059954	0.70417
0.1407	0.00010498	0.77443
0.6766	9.4907e-05	13.187
0.57515	0	126.32
