3.6957	0.044813	39.184
1.3217	0.00036937	7.6947
0.87809	0.018334	0.9996
0.88415	0.00091287	0.99981
0.11409	9.8836e-06	0.50456
0.11468	2.1536e-05	0.43825
2.3002	5.9705e-08	163.08
0.11478	2.2633e-05	0.51193
1.2842	0.14597	5.1585
0.11439	2.7913e-05	0.43145
2.3767	0.001104	10.588
0.0010133	5.0689e-10	0.018649
0.014931	2.8037e-06	0.057056
27.727	0.011111	159.35
0.0016431	3.4658e-07	0.007334
0.068153	7.6905e-07	0.53123
0.15278	0.036712	0.42729
0.096759	0.039886	0.26042
0.015722	0.0039566	0.12447
0.34989	0.00015731	2.0702
0.44499	0.00012613	2.6853
1.5143	0.00086859	34.095
0.22115	0.028821	4.7627
0.16355	0.03741	1.2843
0.46054	3.9123e-05	8.3212
0.082755	5.7101e-05	1.1429
0.18158	0.12539	0.2586
0.12343	0.074308	0.21081
0.18591	0.12717	0.2586
0.019308	9.8387e-06	0.083041
0.01879	2.2523e-05	0.088957
0.019158	6.1678e-05	0.075734
0.059384	0.00068664	0.40687
0.081014	0.0071056	0.40687
0.03157	1.9978e-06	0.35625
0.061513	3.6896e-05	0.37998
0.036148	0	1
0.28056	0.026193	0.74195
0.30569	0.061178	0.74195
0.60164	0.00028721	29.401
0.83007	0.0016985	17.127
1.1549	0	163.08
