IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-3.0889	-0.1486	-0.9272	-0.9960	0.4001	0.6701	-3.4169	1.5486	-1.5470	-1.6187	0.2698	1.1508	-0.4624	1.1714	-1.3994	-1.2306	1.0981	1.0407	0.2977	0.0735	0.2115	0.8122	0.6762	-1.1807	-0.2066	-2.1494	-0.1686	-0.9291	-0.1105	-0.7316	0.0240	-1.1405	2.2154	1.0360	0.3879	0.8620	-1.3671	-1.0195	-0.4015	-0.0351	-2.1472	-0.1520	-1.2037	0.1959	0.7417	-0.3617	0.2885	-1.4095	-1.4846
-2.6063	-2.0938	-0.9435	-0.0608	0.6270	0.2916	-3.3834	1.9513	-0.6588	-1.7442	-0.3764	-0.2281	0.7838	1.1529	-1.2001	-0.0129	0.8934	0.6568	-0.0463	-0.7840	-0.0755	-0.1632	0.2847	-0.7081	-0.2993	-0.1092	0.2005	0.2479	0.1699	0.8519	-0.0308	-1.0572	0.5710	0.8293	-0.0843	0.2905	-0.0256	-0.9964	-0.0332	-0.4200	-0.8000	-1.5278	-0.6795	-1.0272	-0.8818	-0.1592	0.1321	-0.0292	-1.5399
-1.8933	-1.2926	-1.2270	-0.4856	0.5862	-0.7181	-2.4391	1.2157	-0.6510	-0.4976	-0.2105	-1.0000	-0.4897	0.7822	-0.3555	-0.6979	-0.9451	1.0380	0.3242	-0.3217	-0.3972	-0.4978	-0.8227	0.3023	-0.6902	0.1465	0.3842	-0.2724	-0.0366	0.2159	-0.5475	-1.6587	-0.5123	0.3119	0.9296	-0.5751	0.0438	-0.0086	0.5779	0.0743	-0.1600	-2.4649	-0.4505	0.0310	-1.1633	0.1339	-0.0661	0.6562	-1.4200
-0.0902	0.1037	-0.3029	-0.4917	-1.2858	-0.3574	0.9015	-0.7361	0.0347	-0.4084	-2.0575	-0.0277	-0.8931	0.8249	-0.7448	-2.2368	-0.2101	-0.6427	-0.1908	0.3191	-0.8155	-1.9981	-1.1977	0.3187	-0.7811	-2.6308	0.6136	-1.3224	1.0386	-0.8195	-1.3724	-0.9224	-1.3075	-0.1844	1.1127	-0.8370	-0.0325	-0.8271	0.6907	0.7192	0.6247	0.6675	-0.2047	0.6360	1.1637	-0.3893	-0.7932	0.5502	-0.5469
0.4547	0.3675	1.5827	-0.5269	-0.3505	-0.2751	0.6672	-0.8906	0.3998	1.5970	0.7196	-0.2908	-0.2436	0.6178	-0.6018	-1.5441	-0.3220	-0.6748	-0.0876	0.6696	0.1039	-1.1412	-0.8857	0.7632	-0.7061	-1.8680	0.5896	-0.0768	0.9451	-0.3256	-0.8622	-0.1852	0.6949	1.1989	-0.4383	-0.7098	-0.1416	1.9007	1.1976	0.7189	-0.8272	0.1874	0.3649	0.1568	-0.5730	0.5288	-0.1049	0.5094	0.4923
0.3391	1.0548	2.4356	-0.7044	-0.9630	-0.2656	1.5096	-0.8270	0.2462	1.8313	3.0140	0.8378	-0.0086	-0.1495	-0.5566	-0.0323	-0.8598	-0.6773	0.2114	-0.6901	0.8461	-0.3979	-1.1175	0.6378	-0.6390	-0.1013	0.4175	-0.1270	1.6963	-0.0988	1.5464	-0.5087	0.6489	1.1318	-1.1484	-1.3464	0.4710	0.7961	0.4476	-1.3683	-0.5187	0.2253	0.4161	0.8978	-0.8201	0.4124	0.6807	-0.1823	0.4635
1.6148	-0.3520	1.4861	0.2592	-0.1377	-1.0265	1.1003	-1.0941	0.9829	0.2319	0.4873	-0.0831	1.3219	-0.5682	-0.7163	0.4357	-0.8526	-1.5576	0.9905	-0.7238	0.1320	-0.3815	-0.9975	-0.4846	-0.5283	0.1871	-0.0214	-0.5056	1.6671	-0.6649	1.3486	-0.2358	-0.0432	1.2419	-1.6534	-0.4993	-0.6571	-0.6461	0.5425	-0.3485	-0.2853	-0.9058	0.6391	0.6502	-0.2894	-0.5349	0.8755	-0.6490	-0.4874
0.7914	-0.3276	0.2785	-0.2350	0.0303	0.0479	0.1997	-1.8584	-0.0431	0.1215	0.6979	-0.0295	1.8560	-1.6846	-0.4430	0.8064	0.7400	-0.1169	-0.0307	-0.8791	-0.3165	0.6186	-0.2944	0.1958	0.4915	0.6767	-1.0071	-0.5659	-0.3547	0.2543	0.7663	-0.7045	0.3376	-0.1076	-1.6959	0.7276	-1.0040	1.5206	1.0215	0.0461	0.1374	-0.8005	1.3839	-0.2654	0.7161	-0.3575	0.4370	-1.7940	-0.8010
0.4785	0.0913	-0.1349	-0.2292	0.9146	-0.4684	0.7491	-1.1454	-0.1279	0.6754	0.2853	-0.5999	1.9741	-0.7488	0.0114	1.1283	-0.1788	-0.9329	0.2939	0.2897	-1.0618	0.3494	-0.3173	0.0237	0.7100	1.9402	-1.1600	0.3768	-1.4130	0.4351	0.5504	-0.2745	-0.3426	-0.2442	-1.4011	0.5106	-0.3397	1.5392	0.6766	-0.1465	-0.1253	-1.0689	1.2302	-0.1270	0.4814	0.7011	1.4899	-1.0765	-0.5808
0.0411	0.4403	-0.2558	-0.1050	0.0156	0.2487	0.0024	-0.6483	-0.3015	0.3186	-0.3915	0.8143	0.9802	-0.8271	0.8457	1.2453	0.1742	-0.3780	0.0291	-0.4487	-0.0023	0.4043	0.1228	-0.9462	0.6798	0.5958	-0.9900	-0.3765	-1.0330	-0.2951	0.2812	1.1050	0.7810	-0.9628	-0.1067	-0.0545	-0.5941	-0.5083	-0.7432	0.9869	0.9897	0.0620	0.9136	-0.5049	0.2337	-0.5074	-0.4767	-0.0832	-0.2587
