IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
0.0653	-2.3451	-1.7156	0.8544	-0.7927	0.1898	-0.0445	0.6737	-1.2998	-0.7330	-0.5185	0.8561	1.0886	-0.7264	-1.0518	1.1018	0.4101	-0.7772	0.9123	0.3203	-1.1110	-0.3134	-0.4472	-0.6039	1.2147	-0.9284	-0.9153	-0.6597	-0.1417	-0.2595	0.9032	-0.5002	0.1913	-1.2165	-0.0410	0.6187	-0.5119	-0.9588	-0.5952	-1.3576	-0.7625	0.3540	0.4974	-1.8678	0.3005	-0.2159	0.5726	-2.8235	-1.0376
0.3717	-2.1176	-1.3135	0.7828	-1.0803	0.1164	-0.0645	0.9038	-0.4323	-0.4286	-0.0983	0.8729	0.2855	-0.4453	-0.7358	1.3529	-0.0657	-0.4505	0.7689	0.2727	-0.4177	-0.4484	-0.7587	-0.3834	0.7160	-0.2911	-0.5850	-0.5010	-0.0891	-0.7675	0.7772	-0.5843	0.3230	-0.8301	0.3198	-0.1715	-0.4249	-0.0375	-1.2370	-0.8008	-0.5030	-0.5543	0.7865	-1.1789	-0.4026	-0.5844	-0.0680	-2.1133	-1.1988
0.2148	-1.2625	-1.2718	0.3559	-0.9340	-0.0727	0.4733	1.0378	0.1089	0.4022	0.1374	0.9243	0.0188	0.1853	-0.7150	1.2157	0.4347	-0.1021	0.6893	0.2684	-0.4486	-0.1938	-0.8738	-0.0831	0.0011	0.1088	-0.1259	-0.7943	0.5866	-1.3539	1.3081	-0.5130	0.6794	0.1334	0.9244	-0.1640	-0.0381	-0.2188	-0.6928	-0.2689	-0.8264	-0.4148	0.4248	-0.5792	-0.7078	-0.5904	0.6128	-0.9365	-0.9777
0.5707	-0.9868	-1.1897	0.3549	-0.8485	0.3102	0.7928	1.0807	0.4665	0.5870	-0.1205	0.3238	0.0606	0.4233	-0.7330	0.9509	0.1387	-0.2372	0.7585	0.1509	0.4727	-0.3297	-0.7116	0.1364	-0.7690	0.0940	0.1547	0.0474	0.5582	-0.6825	1.1313	-0.9159	-0.4707	0.1835	0.8473	-0.2180	0.1675	0.1011	-0.9734	0.0278	-0.8600	-0.8525	0.2510	-0.5231	-1.0605	-1.4303	-0.5860	-0.3948	-0.8958
0.6650	-0.1501	-1.5011	-0.0025	-0.3924	0.3281	0.9427	0.8912	0.4110	-0.4549	0.4782	0.0143	-0.2817	-0.1417	-0.3879	1.2530	-0.3387	0.0690	0.2023	0.0143	0.6967	-0.1842	-1.4234	-0.6243	-0.7629	0.2931	0.1599	0.2525	0.4721	-0.3916	0.7994	-1.0206	-0.3994	-0.3391	0.2562	-0.0350	0.1325	0.1464	-0.8338	0.1861	-0.2037	-1.2088	0.1559	-0.0312	-0.7822	-0.9652	-0.4169	0.1743	-0.7487
0.3387	0.8728	-1.1429	-0.9208	-0.0252	-0.4225	0.1752	0.9731	0.3479	-0.4484	-0.3358	-0.2077	-0.0564	0.2338	0.0153	0.9128	0.6462	0.4737	-0.2221	0.1120	-0.1573	0.4278	-0.5430	-0.2064	-0.2260	0.1222	0.0637	-1.0852	0.3209	-0.6659	0.3549	-0.0521	0.6843	-0.3625	-0.0397	0.1113	0.4725	-0.8658	-0.2657	0.2647	0.2856	0.1072	-0.3252	0.9194	0.0685	0.1077	0.3745	0.9078	0.1356
0.3070	1.0893	-0.9044	0.2444	-0.5551	0.5007	0.2011	1.3317	0.0700	0.8906	0.0068	-0.0237	-0.6708	-0.0764	-0.3523	2.3161	0.5016	0.1979	0.3135	-0.5569	0.2321	0.0940	-0.6768	-0.0615	0.0860	0.2164	0.4425	-0.3097	-0.6344	-0.5951	0.3735	-0.0893	0.3815	-0.2713	0.2684	-0.0470	0.7879	0.0860	-0.1777	0.3037	0.5799	-0.4299	-0.2947	0.4154	-0.0271	-1.0779	0.1202	1.2290	0.5481
0.5661	0.9442	-0.1465	-0.3283	0.6642	0.0409	0.1549	0.5616	-0.1677	-0.6539	0.1593	0.3357	0.0154	0.2055	-0.2952	1.0881	0.7132	0.6264	0.0954	-0.4650	0.2996	0.1089	-0.5520	-0.2096	0.1645	-0.0640	0.4854	-0.3873	0.1921	-0.2779	0.1395	0.1669	0.9162	-0.7136	0.0061	-0.1561	-0.1266	0.3354	0.7874	0.2737	0.9871	-0.2971	-0.0035	1.0561	0.9041	-0.2712	-0.4214	0.5111	0.4891
-0.8457	-0.2199	0.7836	0.3149	0.7818	0.5266	-0.3054	-0.4774	-0.3488	-0.0991	-0.1996	-0.4411	0.9333	0.5727	-0.3383	-0.2584	0.8069	1.4514	-0.0958	-1.0279	0.7582	0.4730	0.1872	0.7376	0.2627	-0.3463	0.3256	0.0878	0.0005	-0.2668	-0.3945	0.8582	0.7887	-1.4142	-0.4779	-0.6047	0.0611	0.5733	2.5511	-0.2142	0.8276	-0.0430	0.7514	-0.0275	0.5043	-0.4729	-1.4551	0.4670	0.9292
-0.2617	1.1660	0.3898	-0.3798	2.0923	-0.0192	0.4107	-1.1152	0.1399	1.4809	0.8192	0.1459	0.1860	0.5729	-0.0671	-0.9162	-0.3801	1.0073	-0.2918	0.6207	0.2183	0.1692	0.2914	0.9295	-0.4144	0.8115	-0.1079	0.3484	-0.6114	-1.7760	-0.1841	0.6654	-0.4688	0.0203	-0.6289	-1.2327	-0.1006	-0.2338	1.6639	-0.2015	1.6987	-1.1971	2.4111	-0.0328	-0.7719	1.2691	0.5504	0.2758	2.5040
