IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
1.1459	0.7796	-0.3495	-0.0084	1.4693	-1.2531	0.0664	0.3195	1.4389	0.0592	-0.4169	0.3081	-0.3547	-0.8325	0.6653	-0.2642	-0.5766	0.2686	0.2338	1.1182	-0.2691	-0.6358	1.2127	-0.7205	0.5429	2.2511	0.3347	-0.4564	-1.1740	-0.1678	1.1808	0.3723	0.4145	0.4908	0.4862	-0.3330	-0.2500	0.9806	-0.2667	0.1356	0.0227	0.6368	0.3323	0.4799	-2.1306	-0.7811	-0.2308	0.3389	-0.0451
2.1337	0.5720	0.1260	-0.0949	2.3129	-0.5933	-0.5752	0.2253	0.8074	-1.1571	-0.2161	0.8970	-0.4653	-0.1032	0.3491	-0.0868	-0.3033	0.2842	0.4461	0.6937	-1.1800	0.8988	1.6457	0.2384	0.2915	1.8140	-0.7986	-0.1535	-0.7325	-0.5670	0.6473	-0.1874	-0.2474	1.5313	0.4952	0.0054	0.1236	-0.7888	0.7567	-0.6708	-0.3635	0.0127	0.2095	0.5144	-2.0095	-0.1959	0.0991	1.6635	0.2808
0.7348	0.1420	-0.2166	0.1894	0.3579	-0.3997	0.6189	0.1927	-0.0870	-0.1430	0.4168	-1.2446	-0.2815	-0.7165	0.2222	0.6761	0.6886	-0.5014	-0.5012	0.7763	0.5898	0.7589	-0.3215	-0.6506	-0.3050	0.3126	-0.0329	0.2915	0.9176	-0.8644	-0.6550	-0.6943	-0.3566	0.3354	1.0804	-0.1563	0.5696	0.4459	-0.0712	-0.6714	-0.4357	0.3254	0.0754	0.5743	0.0971	-1.5213	0.4218	0.2121	0.4054
0.6283	0.0411	-0.2280	0.0496	1.2056	0.4904	-0.2121	0.1467	0.7136	-0.5408	0.6032	-0.1436	-0.4085	-0.6288	0.9233	0.4630	0.5678	0.8711	0.6404	0.5196	1.0782	0.5072	0.0827	-0.5193	1.0431	0.5167	1.0423	0.2617	-0.3791	-0.2885	-0.0631	1.0721	0.3645	0.3548	0.5174	0.0085	-0.5231	0.9541	-0.1519	-0.1688	-0.0526	0.3563	0.4540	-0.1292	-1.0627	-0.8014	-0.7987	0.7955	0.0747
0.6326	0.8619	-0.0603	-0.7318	1.4953	-0.7260	-1.2901	0.3386	0.5257	-0.9259	0.1882	-0.9350	-0.1323	-0.4795	0.4779	-0.1612	-0.0423	0.6331	-0.0190	0.4159	1.1438	0.9026	0.3286	-0.1527	1.2341	0.8819	-0.0522	0.0238	0.1374	0.3723	-0.8576	-0.0824	1.3141	-0.1526	-0.1955	-0.1153	0.8350	-0.7577	-0.1319	-0.9324	0.6931	0.1082	0.0213	-0.5271	-0.8951	0.5452	0.2977	1.0645	0.4460
-1.5675	0.9174	-1.2366	-0.4200	0.0575	-1.2427	0.3595	0.2779	0.1690	1.0413	0.3827	-0.5226	-0.4456	-0.9758	-0.4263	0.5684	0.1668	0.5463	-0.5941	1.1683	0.7961	1.2867	-0.8320	0.4152	0.5730	-0.1350	0.1301	0.1239	1.5329	0.0338	-1.7036	-1.3455	0.9916	-0.1973	0.5559	-0.0204	1.7559	-0.5215	-0.1317	-0.4720	0.0066	0.5731	-0.3074	-0.5054	1.6094	0.9001	1.7934	0.0480	0.8331
-1.3493	0.6662	-1.2403	-0.0738	-0.3220	-0.0043	0.3393	0.5533	0.6129	0.7082	-0.7042	1.8730	-0.0723	-0.5457	-0.5598	0.4397	-1.4692	0.5664	-0.2069	1.0450	0.1018	0.3801	-0.1054	0.4554	0.6660	-1.5151	1.5624	0.0073	0.3483	-0.1022	-1.5186	-0.0186	0.8934	0.6206	0.3644	0.0288	0.2500	0.6620	-0.8147	-0.5611	0.3964	-0.0711	-0.0530	-0.4969	1.5230	0.5090	0.6703	0.2356	-0.3486
-0.3713	-0.1396	0.4065	0.0034	-0.0479	0.4688	-0.4732	0.6533	0.1897	0.2772	-0.5435	-0.1392	-0.0519	-0.2828	-0.7454	0.2617	-0.3380	0.7153	0.3230	0.0387	1.0646	1.2516	-1.5143	1.1239	0.6558	-0.9924	-0.1379	-0.5207	-0.2529	0.2524	-1.0169	0.0124	0.7662	0.2041	0.4101	-0.3317	0.4404	-1.3517	-0.0782	0.2441	-0.0403	0.3467	-0.8087	0.0220	0.6423	-0.6615	0.1500	0.8439	-1.1340
-1.8106	-0.6551	0.8960	-0.1157	-1.8593	0.1258	1.8206	-0.3507	0.4529	0.3876	0.7273	-0.8025	-0.1659	-0.4829	-0.9736	0.2072	-0.6011	0.0801	-0.1292	-0.3342	-0.1667	0.3534	-0.8880	1.1455	-0.6931	-1.2391	0.4166	0.5235	0.6239	1.2720	-1.3414	0.3120	-0.1253	-0.6302	-0.0994	-0.7216	0.8044	0.2169	-0.4899	-0.5629	0.1386	-0.2325	-1.2415	0.0129	2.1195	-1.0573	-0.5988	-0.1874	-1.5071
-0.6195	-0.7129	0.6452	0.0294	-1.3798	0.8579	2.6642	-0.6352	0.5066	1.4694	-1.2406	0.6233	-0.4052	0.0878	-0.2358	-0.0390	-1.4156	0.2631	-0.3494	1.1148	-0.9360	-1.5769	0.2877	0.2857	-0.2395	-1.3874	0.7685	1.2529	-0.3605	0.5508	-0.5928	1.3952	-0.6911	-0.7657	-0.7809	0.0401	-0.4048	1.1751	-0.4379	0.3644	-0.1727	-2.1857	0.2937	-1.2265	1.1099	-0.3635	0.5113	-0.7958	-0.6438
0.0355	-0.9627	1.7890	-0.1553	-0.3304	1.4826	0.9931	-0.3891	-0.0405	0.7121	-1.4155	-0.4620	-0.1331	0.3971	0.0007	-0.0763	0.2808	1.6165	0.1431	-0.2799	-1.0271	0.4981	0.1539	0.9284	0.5322	-1.2204	-1.2457	0.5260	-0.8799	-0.3473	0.6458	0.9335	-0.2521	-0.8104	-0.6378	0.3714	-1.2775	-0.8676	0.6917	0.4435	-0.7115	-0.0203	-0.7524	-1.2132	-0.3723	0.4124	0.1448	0.0465	-1.1975
