IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
0.3474	0.0266	0.1307	-0.5722	0.5253	0.2538	-1.0284	1.8117	0.6996	-1.0645	-0.7519	0.6115	-1.2749	0.0922	0.4838	-0.6336	-0.1432	-0.3119	1.1498	0.8545	-1.3629	-0.2799	0.8644	-1.2101	0.9856	1.3414	-0.1702	0.9189	-0.3019	-1.0472	0.3952	1.0396	-1.4258	0.5366	0.3690	0.6005	1.0553	0.5445	-0.3650	0.7956	-1.1937	0.4219	0.3064	-0.3304	-0.7368	-0.4332	0.8026	1.0304	0.7413
-0.4071	-0.3081	0.5208	-0.4311	0.6826	0.0389	-1.0217	1.1820	0.6075	-1.0321	-1.1627	0.6330	-0.2254	-0.0957	2.9106	-0.5772	0.8868	-0.0395	0.8624	-0.6314	-0.4127	0.7220	2.6790	-2.6771	1.0848	1.2532	1.1091	0.4219	0.4678	-0.6067	0.6806	1.8062	0.7022	-0.0381	1.3081	1.2842	-1.8305	0.0312	-0.0319	1.3350	1.3608	1.3810	-0.4250	0.8723	-0.2088	1.1023	0.0423	1.3267	-0.2715
-0.5175	-0.2932	0.2662	1.1896	0.1708	1.2969	-0.3040	0.0749	0.1845	1.1067	0.7716	0.0063	1.7191	-0.4963	1.4946	0.6427	1.2482	-0.1282	0.5570	0.0568	1.2077	1.5097	2.2432	-0.9042	0.8794	2.1751	1.8802	0.9474	0.8202	1.0938	0.6880	-0.4971	0.5103	-0.0046	1.3989	1.1849	1.0989	0.6944	-0.3779	1.1673	0.4920	1.4249	-0.3951	1.2162	0.0693	-0.4895	-1.5440	0.8700	-0.5523
0.1824	1.5607	-0.1496	1.6606	0.1982	0.7825	-0.3484	-0.3787	-0.0151	1.6775	1.5044	-0.6356	0.9993	0.0717	-0.1766	-0.0006	0.1794	0.4293	0.7613	0.9574	2.3883	0.6470	-0.0920	-0.7723	0.7471	1.6813	1.7231	1.7998	0.8251	0.2251	0.7804	-0.7474	0.9806	1.5147	0.5495	0.9061	1.8599	1.7592	-0.2571	0.7365	0.9834	0.6854	2.0495	0.1544	-0.0265	-1.0072	-1.3194	0.0990	0.1074
0.3306	2.5599	0.0149	1.5348	1.6424	-0.6427	-0.3209	-0.2888	0.4927	1.5694	0.7007	1.3690	0.2291	0.4852	-0.1591	0.1875	-0.4071	1.1559	0.6923	0.4315	1.3162	-0.1795	0.1158	0.1904	0.3252	1.3549	0.5382	0.7141	1.7463	-0.1589	1.3517	1.3459	1.0356	1.7010	-0.2902	-0.2238	0.8605	0.5811	0.3059	0.0630	1.2507	1.5278	1.7206	-0.7439	-0.4803	1.5943	0.3223	0.1559	0.8275
0.4067	0.6663	0.3462	1.5039	1.3218	-0.5969	-0.3293	-0.4662	0.3676	1.2780	-0.0626	0.8556	-0.2389	0.7903	-0.8212	1.0037	-1.2780	0.7395	1.2717	0.5319	-0.2479	0.2428	0.0213	1.8760	-0.4664	0.9942	-1.2334	0.1519	0.6638	-0.8402	1.6580	0.8783	0.1638	0.5022	-0.9312	-0.9828	2.3689	-0.8878	0.2649	-1.3392	-0.0837	0.9084	0.7022	-1.8550	-0.6226	-1.2928	0.3132	0.1234	0.3734
-0.5657	-0.4278	0.1730	0.7145	-0.2508	-0.8327	0.4481	-0.5748	-0.0382	-0.0707	0.1742	-0.0259	-0.6373	-0.2462	-0.8647	0.1900	-1.0906	0.7420	0.6059	-0.2197	0.4380	0.1320	0.0411	1.3176	-0.8174	-0.9768	-1.8266	-0.1657	0.2042	-1.2475	0.8430	-0.3021	0.2127	-0.2277	-0.6141	0.0157	1.4219	-1.5152	-0.0079	-1.3984	-0.3110	0.6555	1.0100	-2.0978	-0.4961	-1.2258	-1.1978	-0.9171	0.2089
0.0631	-1.3062	-0.1725	-0.7182	-1.3066	-0.9865	-0.4869	-0.1149	-0.6149	-0.4306	0.5550	-1.4145	0.1349	-1.6863	-1.7647	0.8245	-0.1377	-0.2020	-0.1658	-0.1043	-0.2126	-0.7131	-1.2293	0.9055	-0.2563	-1.1860	-0.2546	-0.8359	-0.1956	-1.3060	0.0661	-2.2354	0.1819	0.6684	0.2796	0.6264	1.0843	-1.2545	-1.3823	-2.4120	-1.1989	-0.1568	0.6562	-1.4094	0.0498	-0.1561	-2.0279	-1.7384	-0.7319
-0.3718	-1.7526	-0.9379	-1.1557	-0.8254	0.0938	0.2332	-0.3759	-0.3335	0.5945	0.0195	-0.3175	-0.0841	-0.9623	0.2113	1.6128	-0.0392	-0.9447	-0.6045	-1.1352	-0.4663	-2.2255	-1.5681	0.8844	-0.5012	-0.7150	0.0440	-0.8385	-0.5465	-0.9002	-0.1765	-1.0720	-1.1582	0.1626	0.7898	-0.3777	0.7441	0.5086	-1.6133	-0.3509	-1.7261	-0.9635	0.5911	-0.6158	-0.1229	0.3607	-0.1413	-0.6408	0.5049
-0.6517	-1.1993	-0.1454	-0.5496	-1.4743	-0.1351	-0.4251	-0.7653	-1.5647	-0.3306	-0.8436	0.5211	0.3750	-0.2954	0.0498	0.5335	1.0507	-0.6642	-0.9011	-1.2652	-0.3253	-1.7270	-1.7667	1.0422	0.1583	0.3975	-0.2462	-1.1230	0.3855	1.1740	-0.8568	-1.1585	-0.6365	-0.8295	1.4927	-0.4689	1.2325	-0.1109	-0.7167	0.9354	-1.9365	-0.0943	-0.9315	0.3886	-0.0345	0.4677	-0.3985	0.4657	0.4830
-1.2051	-1.2451	-0.2164	-0.6307	-1.3160	0.1996	0.1865	-0.9437	-1.9658	-1.6666	-0.1518	0.0790	-1.8613	0.2636	-1.5018	-1.1280	0.2457	-1.1243	-0.4219	-1.2275	-0.2221	-0.7876	-1.0338	-0.5601	0.4392	-0.1794	0.0323	-1.4172	-0.0411	-0.2429	-1.9445	-0.1705	0.1574	-0.7227	0.9237	-0.5760	-0.8485	-0.5250	-0.3020	0.3421	0.7334	-0.6698	0.4181	0.6329	0.4119	0.2946	-0.8319	0.8252	0.3861
-0.4621	0.1198	0.4189	-0.3705	-0.9502	-0.1057	0.5711	-0.9160	-1.0904	-0.5571	0.2054	0.2797	-1.1502	-0.8497	-1.7446	-0.1497	-0.1900	-1.3155	-0.2457	0.6550	-0.1357	-1.0759	-1.2257	-0.2741	0.8657	0.3626	0.9493	-0.0479	-0.8327	-0.8100	-0.4874	-0.1224	0.4923	0.3502	0.0421	0.0202	-1.6605	-0.7860	-0.5642	0.4757	0.3223	-0.5318	0.4302	0.1286	0.8896	0.4081	-0.9150	-0.0839	0.8088
-0.7060	-0.5556	0.2024	0.3579	-0.2975	1.3216	1.8372	-1.0571	0.3194	1.9906	-0.8011	0.6618	-1.0436	-0.6605	-0.2047	0.5742	-0.5621	-1.0354	0.5392	1.1464	-0.3842	-0.7940	-0.3590	1.5921	1.1569	0.5339	0.0318	-0.1038	-1.4730	-0.8733	0.0106	0.4285	-0.7504	0.9200	-0.3400	-0.0336	-1.1887	0.1230	0.4236	0.3162	-0.3126	0.0767	-0.5915	0.0147	0.2746	0.5270	-0.1295	-0.1173	2.2231
-1.1270	0.5678	-0.2137	-0.0283	0.2579	0.3911	0.2545	-1.2319	-0.1163	0.2530	0.0201	0.3703	-0.7975	-1.0037	0.0354	-1.2462	0.4981	-0.2748	0.1243	0.0262	-0.1557	-0.2071	-0.6523	-0.4897	1.1210	-0.2470	-0.1059	-0.4942	0.0625	0.3556	-0.3367	0.5415	0.2982	0.7251	0.2340	0.8497	-1.9182	-0.3791	1.5527	1.4718	-0.0343	1.4313	-0.7157	-0.8147	1.2869	0.6071	0.5977	-0.5585	1.5510
-0.0792	0.3503	-0.8135	0.0549	1.4185	0.0577	0.6203	-1.6123	0.2571	0.8466	-0.0621	0.4007	-0.5529	-0.4123	-0.0046	-1.8972	0.0302	-0.2272	0.4791	0.3746	-0.7309	0.4393	0.1544	0.5819	0.3958	0.9806	-0.1907	-1.0777	0.6630	0.1598	-0.0652	-0.3175	0.7560	1.0991	-0.3437	0.7135	-0.3944	-0.1701	1.8220	0.6937	1.2175	0.0302	0.5743	0.1488	0.5589	0.3647	0.8938	-0.3681	0.2582
1.2137	0.5624	-1.0039	-0.8506	-0.7843	-0.8816	-1.6410	-0.8401	-0.5644	1.4729	1.1160	-1.2596	-0.1037	-0.0087	-1.4310	-0.6601	0.9583	0.5694	1.1341	0.4950	0.2776	0.7567	-1.1218	0.3893	-0.0696	-2.2131	1.0148	-1.1115	0.8799	-0.4216	0.4362	-0.7196	1.2016	0.5007	-0.4549	0.4947	-1.1041	0.6270	0.7890	-0.7954	1.2163	-0.8252	-0.0857	0.0007	0.5189	1.2357	1.3330	-0.8359	0.3565
1.2817	-0.8094	-1.1736	0.1454	-0.4446	-0.1396	-0.2236	-0.5277	0.7920	1.1464	0.0599	-0.1416	-0.4938	0.0493	-0.8143	0.5462	-0.0096	-0.7423	0.7730	0.1123	-0.9066	-0.9337	-0.4124	1.1614	-0.6188	-1.8958	-1.4703	-1.2872	0.9031	0.3188	0.2692	1.1011	-0.9900	0.6705	-1.4708	-0.6108	0.2781	1.4947	0.8687	-0.3017	0.2895	-1.2156	-0.0935	-0.4761	-0.2384	0.3269	0.8758	-0.8375	-0.7971
0.6721	-0.6653	-0.5972	-0.9793	0.4164	-0.6365	-0.2750	-0.1238	0.0927	-1.6509	-0.8270	-0.1908	-1.0470	0.5031	-1.0577	-0.2234	-0.5602	-0.1462	0.4708	0.0907	-1.9192	0.4662	-0.9553	1.7147	-0.1754	-0.7875	-1.2957	-0.8977	0.7590	0.1797	0.2716	0.5663	-1.1355	0.0227	-1.4466	-0.0970	0.7403	0.3709	0.3313	-0.1790	-0.4920	-0.5564	-0.4620	-1.2438	0.3088	-0.8504	1.1727	-1.2780	-1.2889
-0.2442	-1.0862	-0.8651	-1.1324	0.2114	0.3978	0.9826	-0.3545	0.0865	-0.7276	-0.3559	-0.4256	-1.1849	0.1682	-0.8350	0.0491	-0.3358	-0.5120	0.4088	-0.3085	-0.8304	0.4383	0.0577	0.7443	-0.1381	-0.8228	-1.1601	-0.9658	-0.1282	-0.6144	-0.7504	0.9734	-0.9887	-0.5240	-1.3920	-0.4861	-0.8500	-0.9662	-0.0687	-0.6882	-0.7017	-0.3588	-0.4757	-0.8333	0.1872	-0.5936	0.5238	-1.5335	-1.4408
0.4051	0.2556	-0.8534	0.1143	-0.5440	0.2192	0.0960	0.4559	0.4277	0.0789	0.1613	0.1953	-0.3445	0.5792	-0.6740	0.6608	-0.3006	0.4264	0.0955	0.8237	0.1961	-0.0091	-0.6063	-1.0404	-1.0365	-0.7021	-0.2152	-0.5058	-1.2183	-1.4207	0.2571	0.4880	-0.1306	-0.1482	-0.9795	-0.8397	-2.1030	0.2759	-1.0170	-0.1427	-0.4421	-0.4974	0.5944	-0.6055	0.1242	0.6571	1.0455	-1.1416	-0.0274
0.6415	-0.4195	-0.1408	0.4709	-0.0354	0.0049	1.9324	0.2324	1.0414	0.1285	-0.8142	0.4079	0.0326	2.3575	0.1902	-0.6370	0.4100	1.3406	0.8143	1.0538	-0.4681	0.0292	-0.4632	-0.3968	-1.3232	0.4529	-0.1168	-0.4359	-0.7496	-0.6200	-0.0560	0.3216	-0.6453	1.0453	-0.1896	-1.3123	-0.3219	1.4871	-0.2704	-1.0609	-0.6157	0.9872	0.2333	0.0464	-0.2105	0.4359	1.4886	0.9411	0.9512
0.1896	-0.4736	0.4140	0.8796	-1.5743	0.9294	0.3228	-0.4582	0.7246	-1.6453	-1.8887	0.3924	1.2387	1.1070	-0.6655	-0.0664	0.4725	1.7792	0.5293	-0.2701	0.9057	1.0299	-1.5456	0.3751	-1.9551	-0.7257	1.2619	0.1812	0.2081	1.7837	0.1953	-1.2509	0.8585	-0.4988	0.2173	-0.7934	0.1513	-1.4222	-0.7554	-0.7313	-1.1002	1.8977	-0.3233	0.6222	0.0460	-2.0429	-0.7814	0.9200	-0.7775
-0.1439	0.4790	0.8059	-1.0104	-0.4185	-0.1137	-0.4517	0.4421	0.8555	-0.6501	-1.4500	0.6011	-0.9232	1.6531	0.1048	-0.5015	-0.0013	1.9055	0.9266	-0.0075	0.8087	0.7454	-1.8325	-0.5750	-1.5144	-0.4690	1.8123	0.0051	1.0169	0.0027	0.2234	-0.7602	1.5869	-0.9763	-0.0493	-0.9144	-0.9649	-1.3808	0.3569	-0.0112	-0.6063	0.4235	-1.1468	2.1803	-0.0088	-1.3829	0.2606	1.1996	-0.5736
-0.3726	0.4595	1.6934	0.2482	-0.3788	0.4479	0.1913	0.9176	-0.3153	-1.7031	0.6800	-0.2948	-0.5933	0.8843	0.0045	-0.2806	0.3547	1.3379	-0.5205	-0.2774	1.7245	0.0550	-0.4484	-1.7318	-0.9519	-0.3318	1.4812	0.7118	-0.1898	0.6169	-0.8136	-1.1655	0.7067	-0.9673	-0.9756	-0.4582	0.1362	-1.4805	1.2353	0.0104	0.2615	0.0723	-0.7908	1.1174	0.3367	0.4488	-0.0561	1.0436	0.4090
0.1812	0.8161	0.7622	-0.9754	-0.2059	0.2976	-1.4702	0.8465	-0.7465	-0.8241	1.1879	-0.8217	-0.2243	0.2784	-0.1452	-0.4565	0.4770	0.5483	-2.3756	-0.1127	0.5452	0.4214	-0.1402	-0.3569	-1.1187	-2.7293	1.6293	0.0071	-1.5592	0.6194	-0.5687	-1.1149	0.5460	-2.2021	-1.3933	0.2539	-1.1969	-0.4729	0.5459	0.1110	-0.0095	-0.7634	-1.4044	0.4200	0.8785	-1.0207	0.2210	0.0467	-0.6685
-0.0132	0.5917	-0.2771	-0.1214	0.4504	0.6411	0.1668	0.5240	-0.2455	-0.4226	-0.3171	-0.2279	0.0310	0.7127	0.1101	-0.2090	1.3860	0.0693	-2.8297	-0.5447	-1.2952	-0.7075	1.0898	0.1172	-0.3898	-1.3301	0.1636	0.4834	-2.1841	1.5830	-1.3445	1.0056	-0.7161	-3.0797	-1.0655	0.0110	-1.7404	0.9975	0.7199	0.7720	0.0399	-0.3734	-1.2609	0.2240	0.3418	-0.8675	1.3458	-0.1551	-1.4442
-0.7061	1.0585	-0.3569	-0.7767	1.1416	-0.2884	0.1645	0.9561	-1.3633	-1.9042	-0.7168	-0.6256	-0.1756	0.5558	-1.0537	-1.4551	1.6329	0.0667	-2.4399	-0.8002	-1.5890	0.5434	0.6847	-0.2168	-0.2125	-0.3951	-0.5127	0.2678	-2.0805	0.6312	-1.4152	-0.3125	-1.4472	-2.2935	-0.4248	0.9214	-1.3975	0.3793	1.6359	0.9155	0.5584	-1.0056	-0.2496	0.1158	0.8811	0.1033	1.4133	-0.3329	-0.4828
-1.2602	-0.4416	-0.3671	0.0894	1.4421	2.0927	0.8801	1.4874	-1.9342	-0.8574	0.5159	-1.7436	0.5441	0.6728	-1.7051	0.7257	1.6200	-0.1817	-2.3534	-0.4867	-0.8268	1.1437	0.2843	-0.1998	-0.1776	-0.2058	-0.3647	0.3593	-1.5974	1.6329	-2.3880	-1.1159	-1.2945	-1.9813	-0.5382	0.7774	-0.9195	0.2937	0.9892	-0.0765	0.3749	-0.8490	-0.0490	-0.4403	0.7634	-1.0187	-0.9540	-1.0608	-0.5301
