IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-0.6178	2.0985	-1.7559	-1.3253	-0.5371	-0.0166	-0.1632	1.6535	-1.4940	0.3400	0.1877	-1.0260	-0.3370	-0.9055	-0.1220	-1.2776	0.1592	1.0886	-1.9394	0.0028	1.0364	0.1231	-0.0565	-0.2080	1.0520	0.2571	1.5385	-0.0137	-1.0145	1.0806	-1.1459	-0.3673	1.1804	0.0490	1.2845	1.6364	0.0764	0.0011	0.6002	0.1054	1.6198	1.1495	-0.6681	0.3536	2.8765	0.5839	0.5206	0.9935	0.0556
-0.5556	0.5283	-1.3807	-0.8713	-0.3142	1.2509	-0.7623	1.7554	-0.4952	0.3312	0.8057	-0.6570	-0.7554	-0.9534	-0.7017	-0.6914	0.1106	0.7976	-1.0377	0.0271	-0.2701	-0.7732	0.0963	-0.5096	1.2572	-1.1017	-0.4161	-0.8312	-0.0330	-0.3331	-0.6916	-0.0541	-0.1330	1.0649	0.5136	-0.1811	0.0198	0.8701	2.2018	0.0297	1.0681	0.8872	-0.2312	-0.7634	0.8975	0.3870	1.1181	1.0278	0.6406
0.2108	-0.1364	-0.7916	-1.3670	-0.9744	-0.5968	-1.4768	0.6951	0.0713	0.1628	1.0528	0.6244	-1.4869	-0.5775	-0.6920	-0.6764	0.4877	-0.5575	-1.4990	0.2126	-0.2865	-1.7164	-0.1975	1.1349	1.0250	0.0098	-0.3261	-0.0553	0.0538	-0.2394	-0.3959	0.1898	-0.3443	1.2484	0.7007	-0.4318	2.0143	0.9412	1.7396	-0.1677	0.5009	-0.0093	0.6820	-1.0806	0.7976	1.9346	1.5020	0.7471	0.3495
0.1532	-0.7326	-0.8646	-1.2767	-2.0592	-0.8272	-0.4976	1.5445	-0.7501	-0.4839	-0.9013	0.4234	-1.4496	0.4800	-0.9766	-0.4265	0.6752	0.3809	-0.6630	-0.3480	1.2454	-0.4723	-1.3675	0.0342	1.3119	-0.4531	1.2360	-0.3412	0.0023	0.1371	-1.0525	-0.5342	-0.1205	-0.8381	2.1927	0.2313	0.2092	-0.4122	0.3533	0.6471	-0.9435	1.2139	-0.0038	0.8526	2.3939	0.8426	0.0903	0.8108	-1.2733
-0.0911	-1.7071	-1.4257	-0.4539	-0.9294	1.8134	-1.6510	0.5533	0.0746	-1.1368	-0.5982	0.9577	-0.9605	1.3126	-1.0211	-0.5054	0.5980	-0.3803	-0.7359	-0.6701	-1.0740	-1.8210	-1.6742	-0.3154	0.2225	-0.9817	-0.1358	-1.3305	0.2205	-0.1839	-1.2723	-1.0539	-1.4386	-1.1271	0.9273	-0.5257	-0.0443	-1.0277	1.5511	0.5318	-1.9143	0.0455	-0.4976	0.4319	0.5063	-0.1698	0.4627	0.9154	-1.0847
0.1751	-0.8189	-0.0938	-0.6794	-0.9535	0.1697	-0.7912	-0.8641	0.2912	-0.6939	-0.1619	0.3259	-0.4320	0.9245	-0.6256	-0.3834	1.3479	-0.1067	-1.4766	-1.1217	-0.8414	-1.7442	-1.5966	1.4248	0.5746	-0.3112	-0.2169	-0.5651	-0.6573	-0.3079	-1.6794	-1.2167	-1.0520	-1.4812	0.7052	0.2909	0.4147	-0.7085	0.9913	-0.2681	-0.9245	-1.4058	-0.4643	0.0390	0.2019	0.7202	0.9366	0.0317	-0.5223
-0.6612	1.1862	-0.4455	-0.6744	-1.8506	-0.0393	0.5088	0.0110	-0.3710	-0.1426	0.3879	-0.3608	0.1250	-0.0473	-0.4148	0.1109	0.4843	0.8825	-1.5572	-1.0428	0.9108	-0.4490	-0.7164	1.1355	1.3027	-0.2006	-0.3466	-0.2325	-0.6550	0.6395	-1.4958	-0.4927	-0.2942	-2.4929	0.7928	1.1582	-0.3291	-0.2204	0.6138	-0.4020	-0.0571	-0.3339	0.2354	0.0765	0.8745	0.9335	-0.1761	-0.7722	-0.5598
-1.0713	0.4613	-0.2936	-0.0916	-0.0195	-0.1732	0.9790	-0.9342	0.3968	-0.8569	-0.2837	0.0891	-0.0680	-0.2961	-0.2761	-0.0110	0.0769	-0.1513	-0.7881	0.0952	-0.8797	-0.5556	0.1701	1.0605	0.5937	0.8252	-0.4930	-0.3040	-0.5110	-0.4514	0.0379	-0.2483	-0.9727	-1.1798	-0.3834	0.2075	-0.7944	-0.1909	1.0370	-0.6821	-0.5983	-0.9961	-0.8124	0.2835	-0.0873	-0.6131	0.3758	-0.7096	-1.3060
0.6970	-0.5494	0.0827	0.8396	0.4330	0.0963	0.1113	-0.8955	0.5946	-1.3888	-0.2684	0.1248	0.5190	-0.1177	0.1379	0.3727	0.0305	-1.4409	0.1825	0.4927	-1.6359	-0.5292	0.6672	1.2291	-0.2885	0.6835	-0.5796	0.3839	-0.8649	0.0549	1.4919	0.8074	-0.7075	-0.6948	-1.7179	-0.2894	0.2976	-0.5267	-0.0428	-0.5021	0.2453	-2.0949	0.2915	-0.4403	-1.2341	-0.4441	0.6733	-0.3026	-0.7141
-0.2396	-0.8707	0.1277	0.9561	-0.9713	-0.7369	-0.3194	-0.4883	-1.4775	-0.8971	-0.2377	-0.7588	0.2690	-0.7610	-0.7078	0.4647	-0.0981	-0.5563	-0.0846	-0.8083	0.5120	0.7181	0.5688	-0.9374	-1.0075	-0.2809	-1.4486	0.1658	-0.2466	0.6811	0.9057	0.2025	0.7458	-1.4040	-1.1812	0.2186	0.4568	0.3167	-1.3575	-0.3195	0.4704	-0.6352	1.2291	-0.8647	-0.4948	-1.6696	-1.4836	-1.0786	0.7048
