IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
2.2052	-0.1691	-2.5190	-0.3853	0.8298	-1.2468	0.0234	-1.9805	1.6945	-0.9967	1.5968	-0.7247	-1.4461	0.3510	-0.3989	-0.9464	0.1371	-1.2787	0.7418	1.1452	0.7183	-1.8308	0.6022	-0.7529	0.3403	-0.3842	-0.6622	-0.3677	1.1196	-0.7860	0.1406	2.1084	-0.0540	1.4627	-0.7673	-0.0271	-0.8398	1.6187	0.7075	0.3104	-0.5041	-2.7603	1.7460	0.1053	0.4933	1.2271	0.2790	-0.5433	-1.6285
1.0222	-0.6652	-0.7486	-0.4039	-0.0175	0.5070	0.4867	-0.1074	0.1372	-0.8095	0.3566	-0.8379	-0.9503	-0.3145	-0.8089	-0.0782	1.6361	-1.2595	0.6549	0.0961	0.7968	-0.2197	-0.7497	-0.8009	0.6377	0.2464	-0.3883	0.4988	0.6782	1.4773	0.6299	0.1423	0.4714	0.0367	-1.1755	0.3017	-1.2220	0.5637	1.1728	-0.5577	-0.3484	-0.7309	1.3858	-0.6636	0.0240	2.4646	0.7778	-1.2770	-1.7666
0.9295	-1.4079	-2.1039	-0.0751	-1.1702	0.2138	0.2612	0.6148	-1.2258	0.7791	0.9850	-1.5630	-1.7132	-0.5847	-2.8882	-0.3004	-0.2986	-1.8961	-0.0354	0.6705	-1.1011	0.6225	-1.5164	-1.0372	0.4674	-0.2539	-1.3527	0.3131	0.0111	0.3791	0.1600	-1.4878	-1.6306	0.3478	-0.2322	0.5545	0.5647	1.8169	0.4236	-1.0408	-0.7087	-0.9094	1.4543	-1.3990	0.6816	1.6103	0.2542	-1.3622	-0.9377
0.9181	0.2355	-0.6612	-0.5543	-0.9328	-1.0597	2.4424	0.0789	1.7129	-0.5202	-0.7294	-0.6535	-3.0735	-0.7738	-1.4963	0.3588	0.1116	-0.5000	-1.3547	0.7815	-0.1620	-1.1880	-1.1608	-1.3290	0.7481	0.8625	-0.9277	0.7064	-0.2231	-1.4060	0.1492	-0.0604	-0.7265	0.6560	-0.1081	1.4551	-1.1158	-0.1280	-0.0611	0.4774	-1.2706	-0.6976	0.6636	-1.7663	1.2893	0.2950	1.4841	-1.8225	-0.2522
0.2673	0.6134	-0.2649	-0.6786	-1.2388	0.4011	0.7685	1.5978	1.2341	-0.0871	-1.8784	-0.6865	-0.2208	-0.6109	-2.5615	1.3604	-0.4220	-1.7246	-0.3173	0.6397	-0.2448	-1.1294	-2.1120	0.8115	0.7227	0.4353	-0.0235	0.0429	-0.6904	-0.2493	1.8832	-0.7137	-1.3272	0.9204	0.3510	0.8906	-1.9772	0.4328	0.6174	1.4346	0.4551	-0.9468	0.1277	-0.7278	0.6854	-1.1746	1.4347	-0.7942	-1.9723
0.2708	1.3924	-0.0913	-0.8776	0.8594	0.0260	1.0986	2.9610	0.4664	-0.3333	-2.4508	1.3055	1.7238	0.2792	-0.1811	1.1435	-0.8231	-0.1705	0.3402	0.3152	0.0057	0.0788	-0.2330	0.7755	1.1493	1.8190	0.6913	-0.9447	-0.1411	-0.5261	1.8480	0.5721	-0.0297	0.6359	0.6139	0.2461	-1.8673	-0.9736	0.7836	0.7949	-0.1545	-1.2136	-0.4948	2.0641	-0.3921	0.5586	2.3154	0.4470	0.5299
-0.6159	1.7356	1.1964	-1.2209	-0.1079	-0.8146	0.6378	0.4170	0.7077	0.9057	-3.5908	0.3536	2.6138	-0.5147	1.8831	0.9453	-0.8000	0.6010	1.3964	-1.2412	0.7920	0.6886	0.8053	1.2981	0.3624	0.1531	0.1719	0.0277	1.6298	-0.2236	-0.3519	0.2080	1.4161	0.0193	1.3036	0.0975	0.1578	-2.6695	1.8179	1.1453	-0.5683	0.9043	-0.6335	2.3732	0.4134	0.8000	1.7520	1.6060	2.1271
-0.5377	0.7834	1.2885	1.1269	0.6178	1.1623	-1.3887	0.7592	-0.8496	1.2945	-0.6439	-0.3107	3.5614	0.0885	1.1462	2.3622	-1.2834	-0.4024	1.1466	0.1509	0.9896	0.4634	-0.8129	1.8171	-0.1730	-0.1773	-0.9702	-0.4750	2.2443	2.0646	-0.4653	-1.9885	1.1382	0.4870	0.7590	-0.7458	0.9220	-1.4739	0.9372	-0.3813	-0.2805	1.7252	-0.1350	1.0737	0.2532	0.4209	0.3785	0.8042	1.0627
-0.5146	-1.2899	0.5782	-0.2038	-1.6166	0.5279	-2.2132	-0.2488	-0.5818	-0.5737	1.2096	-0.9817	2.8121	-1.7778	-0.8722	0.6971	-1.5655	-0.7756	0.6869	-0.4502	-0.7043	-1.4226	-0.9233	2.5655	-2.3729	-2.6454	-1.9502	0.0264	0.4943	2.4932	-0.9948	-0.9492	0.5458	-1.2210	-0.3726	-1.3574	2.5080	-0.3332	-0.6135	-0.3855	-1.0127	0.5040	-0.1156	-0.8489	-0.0783	-2.2310	-1.7079	-0.7234	-0.4052
-1.1232	-3.5332	0.1223	-1.1390	-2.7575	-0.9061	-1.8226	0.7758	-1.6450	-0.3717	-1.0253	-1.1699	2.7925	-2.4161	-2.2719	-0.2675	-1.7756	-1.1562	0.2650	-1.5694	-0.8167	0.7221	-0.4754	0.4137	-1.3981	-2.7842	0.1588	-1.1576	-0.8774	0.6789	-1.9694	-0.8062	-1.5020	-2.2127	0.6679	0.5793	-0.1844	-1.4167	-1.2535	-2.3523	-1.4896	-0.7849	-2.7002	-0.7487	2.3246	-1.3054	-1.0262	-0.7971	-0.5817
0.5758	-1.8466	-1.3516	-0.6002	-0.4047	0.6809	-1.6371	0.5213	-1.5537	-0.3725	0.3524	1.1425	0.3688	-1.7396	-0.1074	-0.3532	-2.8925	-0.9095	-1.4623	0.5368	-2.5280	-1.5711	0.6198	-2.1742	-1.8122	-1.5498	-0.9331	-0.7030	-1.4981	0.6251	-0.3851	0.5056	-2.3444	-0.2429	-1.2965	-0.1586	-1.2951	-0.2382	-1.9020	-1.7614	-2.1728	-2.1221	-0.6541	-0.6881	1.9130	0.9921	0.9859	-1.2305	0.8756
-2.6142	-2.0542	0.1960	-0.6005	-0.9814	-1.4512	-1.5203	-0.5690	-0.7950	-3.2462	-0.7221	-0.9362	0.1405	-0.0371	0.8189	-0.3043	0.4543	1.0447	-0.4149	-0.6182	0.6148	-0.4725	-0.3251	-2.1016	0.5945	-1.9364	0.6161	0.7349	-0.4773	-0.3432	-0.6090	-0.9377	-0.7967	-1.8182	0.1793	-0.0367	-2.5742	-0.4038	0.1629	-0.4925	-0.5959	1.0515	-0.8473	-1.4254	1.3407	-1.0819	-0.6887	-0.3813	-0.3816
-1.8618	-0.0284	-0.1228	0.4995	0.9763	-0.2483	1.7047	0.9685	0.0827	-0.0365	0.3675	0.5804	0.1716	0.3823	1.9706	0.3116	-0.1734	0.7363	0.1920	-0.3159	0.9109	1.1884	1.3344	-0.8548	0.9433	0.6582	0.2004	-0.0703	-0.0084	-0.0089	-0.1211	0.7229	0.2446	-0.4504	-0.7672	-0.4104	-0.5189	-0.5968	-0.3798	-0.1570	0.4782	0.8874	-1.0386	-0.1555	-0.3302	-0.6849	-0.1944	0.1746	0.0523
-0.6582	1.6716	0.2746	0.8381	0.4673	0.4434	1.7258	-0.5200	1.3598	1.2606	0.6404	0.6100	-0.9163	0.7736	0.9727	-0.9178	1.1256	2.4150	0.9807	2.0891	0.8181	-0.5478	0.8406	0.7055	-0.0270	1.8288	0.8482	0.3066	0.5255	0.9253	-0.8169	0.4914	0.0245	0.7967	0.0652	-1.1043	-0.2673	0.6480	0.0438	0.4387	0.1261	1.7177	0.1923	-0.6042	-1.7994	-0.0007	-1.0510	0.7262	0.2265
0.0690	0.4884	-2.3101	1.5422	1.1885	2.5798	0.5804	0.7948	-0.0601	0.2046	-0.6324	2.1236	0.2669	-0.0991	0.0767	0.0780	-0.0123	0.6424	1.1850	-0.2216	-1.2885	0.7424	1.0349	0.3281	0.1135	1.8025	0.3721	-1.5940	-0.4997	0.0132	0.9726	0.2222	0.8804	0.7860	-0.0528	-1.0488	1.0393	-1.6902	-1.3390	1.8106	2.2170	0.0300	0.0771	0.4927	-0.9803	0.6360	-0.6498	1.3271	-0.8991
0.3472	0.1766	-0.1234	1.0293	0.6444	1.2552	0.0987	-1.4163	-0.5275	0.1451	-1.3747	0.9529	-2.4794	0.6635	0.0562	-0.4483	0.1178	0.4254	0.1779	-0.2760	-0.7874	0.5033	-0.8713	-0.7048	0.1368	0.0296	0.9465	0.1645	-1.0705	-1.6402	0.0320	0.7335	-0.9130	1.0239	-0.8614	-0.2869	1.9322	-2.2725	-0.4829	1.0753	1.1489	0.2070	0.6169	-0.0599	0.6666	0.5798	-0.2105	1.5975	2.8025
-2.2119	0.3782	1.4914	0.8743	0.5468	-1.0954	0.0688	-0.0668	-0.3418	1.0686	0.8237	0.8424	-1.1333	1.2584	1.5142	-0.3768	1.0685	2.2062	-1.1808	0.1529	-0.0726	1.4623	-0.6509	-0.4494	0.5889	-0.3672	1.1051	0.0902	-0.8460	-2.1550	-0.1535	0.2238	0.6136	0.3170	-0.5092	0.9327	-0.7171	0.8721	0.7629	0.9849	1.7347	1.8181	-0.6254	-0.1389	0.9985	-0.5442	-1.2307	0.6379	0.4529
0.7701	0.5722	0.0681	1.0517	-0.0943	0.8899	-0.5535	1.1291	-1.1428	2.2166	1.1563	0.7484	-0.1573	1.7809	0.5260	0.7756	0.6309	0.9338	-1.4415	-0.1063	-1.2033	0.8951	-0.0473	0.0028	-0.2364	0.5094	0.9971	-0.4217	-0.8202	-0.5229	-0.0771	0.2625	0.2348	0.5753	-0.6011	-0.5292	0.7988	1.5648	1.7383	-0.3268	2.2994	-0.4099	0.1939	0.0919	-0.9612	1.1736	0.0537	-0.0450	0.4912
-0.7945	-0.3178	1.3573	-0.0825	-0.9373	-0.5450	-1.5058	-1.1593	-1.4110	-0.9507	0.6847	-1.5834	-1.4861	1.5577	0.0152	-0.9159	2.4245	1.4858	-0.1696	-0.9700	1.3992	-0.3386	-0.2069	0.1186	-0.4516	-0.9776	1.5007	-0.3764	0.3746	-0.7681	-0.1114	-1.6521	0.1958	-1.4412	1.2744	-0.9501	0.7792	0.9334	1.2733	-0.1704	1.6287	0.1664	-0.0886	-0.6064	-0.8503	-0.7723	-1.8071	0.4469	-0.0119
-0.6354	-0.9928	0.2405	-0.2653	-0.1364	-0.3182	-0.5300	-1.0371	-1.2692	-0.9975	1.9358	-0.3668	-0.6786	0.2858	0.3000	-1.3747	0.9748	-0.6555	-0.4433	-1.4881	0.3721	0.0396	0.3977	1.2501	-1.7652	-1.6554	-0.3388	-1.3083	0.6672	-0.9483	-0.0915	-2.0353	-0.7288	-1.3701	1.7631	-1.1679	2.6706	0.4215	-1.2538	0.1435	-0.9112	-0.3075	-0.2512	-0.0576	-0.5649	-2.0206	-2.3874	0.1757	-0.2268
