IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
0.1737	-0.5726	-2.0152	-0.4803	-0.8399	-0.3192	-0.8512	-1.6682	0.5928	-1.6514	1.8323	-0.3731	0.2726	0.2538	-0.4009	0.0474	-0.4988	-0.7458	0.5265	0.1174	-0.4121	-0.1106	-0.9633	-0.7882	0.0657	-1.9133	-0.6632	-1.1207	-0.2423	-1.1146	0.4387	-0.3081	1.9322	0.1885	1.1963	-0.1794	1.7430	-0.0680	-0.4052	0.4847	0.0825	-0.8449	0.4916	0.2797	-0.0403	-0.7897	-0.9333	0.2091	0.4940
-0.3147	0.1464	0.5086	-0.5476	-1.0088	0.6189	0.3479	-1.3055	0.9103	0.2709	0.6234	-1.2404	-1.4649	-0.5714	0.0574	0.3106	1.8559	1.4561	-0.3029	1.0405	-0.5777	0.3062	-1.0619	-0.2102	0.7065	0.0724	0.7231	-0.3168	-0.2443	0.2289	-0.2956	0.4014	0.8346	0.1504	0.7847	1.0002	1.4795	1.6176	1.7087	0.2914	-0.5551	-0.8722	1.7718	-1.1225	-0.2274	-0.7633	0.1553	-0.7015	0.3701
-0.1625	-0.0789	1.0627	0.7754	-0.5003	0.9976	0.8595	-0.2561	-1.0791	0.0234	-0.6542	-0.1435	0.3095	-1.4045	0.3812	0.8504	1.2147	2.2289	-0.5902	0.1073	-0.1369	1.6014	-0.4480	1.4419	1.0176	-0.1514	1.4273	-0.6004	-0.4752	0.8657	-0.6991	0.6202	-0.4688	0.9511	0.0802	1.6958	0.3648	1.0765	2.3828	-0.0886	0.0398	-0.3983	0.8440	-0.4556	0.9829	0.4953	1.0796	-0.3638	-1.4687
-0.7183	-0.5326	-0.3369	1.3761	0.1079	1.0172	-1.0454	0.9093	-1.1718	-0.0006	-1.4588	-0.4925	1.9298	-1.4544	-0.5033	1.6106	-0.7722	0.6587	-0.9897	-0.5447	0.0733	0.9387	0.1479	0.5938	1.5541	-1.7882	0.1023	-0.7349	-0.6291	0.8528	-1.7661	1.0273	-0.5199	-0.7723	-0.3135	0.3902	-1.0933	-1.9041	0.7508	-0.8645	-0.1219	0.8704	-0.8949	0.2010	1.5167	-0.0899	0.3017	-0.8054	-1.5351
-0.8767	0.8790	0.1504	-0.2585	1.3394	1.3764	1.5451	-0.1626	0.1324	0.6217	-0.2807	-0.1164	0.8313	-0.9720	0.0550	1.4832	-0.6194	1.6416	-0.1326	1.1398	-0.9241	1.0992	0.1451	-0.2442	1.6303	1.4004	-0.0757	0.5326	-0.8427	1.1519	-1.2041	0.5971	0.5955	0.3209	-0.1784	-0.1633	-0.1155	-1.2237	0.1046	-0.5111	0.3916	1.3338	0.4859	0.2710	-0.6871	-0.1097	0.4152	0.1619	0.3800
-0.9687	1.2106	0.0168	0.6205	0.3037	0.6561	1.1451	0.3926	-0.2161	1.5547	0.8505	-0.2988	0.9662	-0.0761	0.1373	1.2878	-0.1685	1.0026	-0.0865	0.1959	-0.0196	0.8298	0.1735	-0.7254	1.1212	0.7025	-0.6957	0.0693	-0.1713	1.1933	-0.3233	0.0509	1.3997	-0.1864	0.2989	-0.2950	0.9240	0.4224	0.3637	-0.8818	1.6146	1.2916	0.4509	0.5668	-0.0892	-0.3443	0.5892	0.3479	0.9822
-0.7252	1.1817	0.6606	0.2405	0.0614	-2.0723	1.3300	1.2552	0.2626	1.3366	0.3606	0.0664	-0.4291	-0.4312	-0.6058	-0.0668	-1.0819	-0.9673	-0.1837	-0.3642	0.1246	0.1393	0.6482	-0.1433	-0.5432	0.0639	0.7070	0.8779	-0.0252	0.7268	-0.3963	-0.3730	0.8025	-1.2775	0.5789	-0.2471	0.8713	0.9143	0.7148	-0.1128	0.8767	0.3843	-0.1716	0.3767	0.1677	0.6085	1.1046	0.9507	0.4127
-0.6529	0.5887	0.4603	-0.6792	-2.6950	-1.2347	0.2865	-0.7381	-0.2001	-1.0556	0.3415	-0.6141	0.0600	-0.5797	-2.8114	0.2877	-1.0742	-1.9745	0.8882	-1.7374	0.0679	-0.7403	0.4425	-0.9114	-1.5475	-1.2067	-0.1922	1.0902	-0.1852	-0.1211	-0.6057	-2.1276	-0.1586	-1.1894	0.5316	-0.2674	1.7242	0.6046	0.4397	0.2577	1.3853	-0.9227	-0.5180	-0.2596	-0.5089	-1.8817	-0.8463	0.0827	-0.8239
0.9821	-0.3242	-1.4668	-1.3856	-1.2033	-0.7854	-2.4679	0.5686	-0.8485	-0.6390	-0.0044	-0.5352	0.3261	0.6458	-1.9728	-0.4188	-1.2398	-2.4743	0.2680	-1.3726	-0.0659	-2.9351	-0.1630	-1.8795	-0.7114	-0.6146	-2.3374	-0.7013	0.7223	-0.1353	-0.6758	-0.3253	-0.8548	0.0381	0.4006	-1.8462	0.7074	-0.0514	-0.6149	-0.0043	-0.0635	-0.3819	-0.1321	0.4138	-1.2058	0.2877	-0.9993	-0.6969	0.5159
1.6123	0.5973	-0.2763	-1.0270	1.0240	-0.4154	-1.0994	2.6346	-0.3439	1.4658	0.0602	0.1824	-0.1054	1.5843	-0.7593	-1.5601	-0.3313	-1.7920	-0.3194	-0.7929	0.3470	-2.3066	0.1217	-0.9245	-0.1636	1.1214	-1.1657	-0.4883	1.4187	0.5907	0.4015	0.2920	-0.9691	0.6332	0.8761	-1.2451	-1.0669	0.8998	0.4998	1.3485	-1.0686	-0.7981	-0.5746	0.4621	-0.9399	2.0592	0.9171	0.4319	2.4243
