IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-1.4754	-1.7761	-1.3781	3.0460	0.4568	2.6540	-1.2560	1.1807	0.2476	-0.6369	-0.4494	-0.1620	1.2371	0.9563	-2.1341	0.7857	0.3887	0.1040	1.7768	-0.6267	-0.5868	-0.2403	0.5786	0.6807	-1.0099	0.3211	-0.4873	0.6956	-0.5954	1.9554	-0.0118	-0.1027	1.1587	-3.3948	1.2341	0.9121	1.7706	-1.1923	-1.2233	-0.2473	-0.1389	0.1674	-2.5281	0.0120	-0.7641	1.5549	-0.5961	-0.6603	-1.2739
-0.4476	-1.4274	-1.4679	-0.8448	0.2500	-0.1464	-0.3612	1.3051	0.1245	-0.1636	-0.8620	-0.1629	-1.6420	0.8194	-0.7648	-0.9616	0.0971	-1.1309	0.6427	-0.5607	0.6387	-0.5129	0.2380	0.8853	-1.1723	0.0513	0.7218	-0.4041	0.1882	0.3104	0.2074	0.8542	0.1159	-2.2913	0.0869	0.3906	-1.5583	-0.3879	0.5307	0.3569	-0.9953	0.3319	-1.7375	-0.0286	-1.6368	-0.2530	0.5357	-1.7201	-0.7994
-0.6159	-0.2767	0.3274	-0.2969	-1.6709	0.6504	-0.5402	0.4404	0.3277	-0.8797	-0.4387	0.0688	1.0404	1.4981	-1.0451	-1.3197	1.6392	1.3442	2.0733	-1.1353	1.2029	1.7983	-0.8831	-0.4814	0.0783	-1.3725	0.2784	0.7512	0.7445	0.6625	0.2699	-0.2375	0.2647	-0.7928	1.0076	0.6736	-0.8236	0.6545	0.4272	1.1999	0.6256	2.5252	-1.4154	0.8287	-0.2971	-0.5396	-1.3382	-0.5731	-1.5145
-1.0705	0.0864	-0.1854	-0.0019	-0.5848	0.4344	0.3769	0.8987	0.8415	-0.0097	-0.3213	0.3857	-0.5468	1.3283	-0.7674	-0.8714	0.6682	0.9486	1.5529	-0.9613	1.6384	0.5303	-0.1189	0.0499	0.5467	-0.0255	1.5118	0.1054	0.7412	-0.3312	0.0627	0.2146	0.1941	-0.1186	1.1052	0.4480	-1.8550	1.0847	1.4985	1.4379	0.1236	0.7192	-0.0830	0.9069	0.2870	-1.7103	-0.2390	-0.5513	0.6124
0.7914	1.1480	0.5878	-0.7810	-0.3269	0.5147	1.4828	0.6596	-0.1297	0.8526	1.2937	1.7630	0.9366	1.0677	-0.0070	-1.7198	1.2458	1.6210	1.3907	0.1255	0.9231	0.7790	0.0795	-0.7314	0.5062	0.4214	-0.4044	0.1073	0.6997	0.2570	0.4148	-0.6889	1.1985	1.8515	0.1990	-0.2382	1.5086	0.6982	0.5844	1.7244	1.1969	1.4594	0.4246	1.7205	0.5253	-0.9232	-0.0811	0.1191	0.9251
-0.0356	-0.6297	0.8659	0.4625	0.3779	0.4846	0.2201	0.6405	0.4033	-0.5078	0.5310	0.0517	0.6567	0.6987	0.3106	-0.2848	1.1881	1.1044	0.2455	0.5418	0.7857	-0.4362	-0.3297	-0.4305	1.2589	-0.5001	0.9136	1.6506	0.2687	0.3352	0.0626	-0.8603	0.7976	1.3290	0.9383	0.8342	1.3108	-0.8487	1.4463	0.7489	-0.7529	0.2543	-0.2428	0.0540	0.1963	-0.9817	-1.0391	0.4543	0.8124
1.5292	-0.4549	0.0267	-0.2139	0.8181	-0.9971	0.6812	0.2763	-0.0617	1.1741	1.2203	1.1638	-0.5874	0.9979	0.3203	0.5324	-0.6894	-0.2608	-0.4032	0.2097	0.9537	-0.4742	-1.1403	-0.5576	-0.3732	0.5061	0.6382	-0.4131	-0.0445	-1.0786	1.2443	-1.0868	0.1156	0.4691	0.5512	-2.2197	-0.3344	1.4597	0.2911	0.1966	0.1314	-0.9447	0.9788	0.1627	-0.3948	-0.3667	-0.2270	0.4702	1.6216
0.4205	-1.5511	0.8696	0.6475	0.6501	0.2608	-0.4432	0.0742	1.3961	0.0486	0.0351	0.7336	0.0042	0.8899	0.1474	1.3377	-0.9629	0.6576	-0.2901	-0.1090	0.1191	-0.7916	0.6510	-0.3882	-0.7184	-0.8266	-0.2741	-0.0062	1.2928	-0.4019	1.6471	1.0423	-1.1750	0.1394	0.4289	-2.4234	-0.6434	-0.4854	-0.1860	0.9037	-2.4525	-0.7050	-1.1168	-0.2233	-0.6042	0.2108	-0.1499	0.9035	1.6219
1.7915	-0.5818	-0.5469	-0.1732	0.5867	-0.8706	-0.1176	0.1718	0.6434	0.5006	0.4418	0.3581	-0.7456	0.3859	0.1473	-0.4029	-0.0333	0.1898	-0.0145	0.9261	0.7217	-0.3618	-0.5735	-0.2856	-2.1966	0.5189	-1.3028	-1.8394	1.6623	-0.6713	0.9720	0.2108	0.0366	-0.8975	-0.3230	-2.0503	-0.0668	-0.1646	-0.9788	1.1362	-0.8612	-0.5476	-0.8185	0.5571	-0.9958	0.8003	0.8261	0.9805	0.4939
-0.3607	-1.1947	0.5588	0.7344	0.7378	-0.4764	-1.0446	0.2063	0.5083	-0.2002	-0.9604	-0.6696	0.3878	0.3065	0.2797	-0.5583	0.7212	1.1591	0.7257	0.4166	1.7100	0.0709	-0.2025	0.4055	0.2795	0.0712	1.3142	0.8959	0.8304	-1.0238	0.8375	0.7781	-0.6639	-0.3465	1.2505	0.6874	-0.9432	-1.8068	-0.3754	0.0276	-2.5391	-0.3871	-1.0162	-0.3461	-0.0404	0.7769	0.9491	0.4874	-0.0646
