IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-2.4958	-0.0679	0.0863	0.3664	0.4005	0.8857	0.4393	0.7552	-1.6157	-0.0266	-0.1814	-0.6545	-0.3784	-0.4376	-0.2963	0.1840	0.6493	1.2479	1.3615	1.1261	1.7010	0.2891	-0.6557	-0.2647	0.4190	0.8685	-0.2109	0.6110	0.7358	0.6335	0.0503	-0.4141	0.0908	-0.8433	-0.0529	1.3625	0.7697	-0.0063	1.6884	0.6029	0.0555	0.2833	-0.2333	0.2705	-0.0545	-0.6765	-2.4431	0.6142	-0.1096
-2.0156	0.7459	-0.1799	0.4769	0.3338	1.6484	-0.2138	0.6652	-0.3521	0.0794	-0.1145	0.7968	0.2969	0.3201	0.3422	0.4509	0.3806	0.6779	-0.7423	0.4135	1.7980	-0.0033	-0.4799	0.3074	0.9083	0.0031	0.5569	0.3754	0.9655	1.6171	0.5753	0.6218	0.7227	-0.1468	0.5988	2.2090	0.7622	-1.1380	1.2916	-0.2710	0.0190	0.8224	-0.7016	2.1052	0.9040	0.7673	-0.6952	0.0623	0.5585
-2.5680	0.5387	-0.4083	0.5029	-0.8054	1.6587	0.5183	0.3113	-0.2259	1.2329	0.8740	0.7582	0.4235	0.5479	0.4503	0.7182	-0.1767	1.2428	-2.0976	0.3772	1.3046	0.4254	-0.7800	0.6674	0.6586	-0.4501	0.1580	0.8627	0.1584	0.7954	0.3928	0.2052	0.1740	0.1913	0.7252	1.7848	0.5259	0.1808	1.2890	0.2061	0.0230	-0.4477	-0.0017	0.2379	1.2312	0.3836	0.3731	0.6919	0.6520
-1.8931	0.5287	-0.4741	0.5955	-0.3064	0.5795	0.8651	1.7806	0.0830	0.4354	0.1218	-0.0795	0.1844	0.8491	0.6111	0.1009	-0.0426	1.9012	-1.3486	0.7966	1.0769	-0.0526	0.0624	0.8726	0.5933	0.4467	1.1317	0.8746	-0.1089	0.3876	0.7587	0.8346	0.3633	0.4692	1.0323	-0.0067	0.7801	0.4840	1.7040	0.6539	-0.1386	-0.8793	0.2465	0.0896	1.3673	-0.2823	0.1810	1.2070	1.2730
-1.1824	0.1999	0.5171	0.6924	0.2390	-0.2315	0.9470	-0.0989	-0.2236	0.5985	0.4320	0.3310	0.2447	0.5503	0.5871	-0.3845	1.0044	2.4126	-0.7498	-0.0182	0.7344	1.4628	0.0137	1.1646	-0.0062	0.4104	0.8159	-0.2928	0.6955	0.2571	1.0295	-0.1848	0.8841	0.4602	1.5732	-0.0808	1.3962	1.2528	0.5596	-0.4427	0.4509	1.2759	0.2231	0.8176	0.9876	-0.3095	-1.3884	0.9219	0.4018
0.2766	-1.0184	-0.0055	0.7116	0.3941	-0.7551	1.1625	0.1406	1.4632	-0.0837	-0.4687	0.3988	0.3153	0.0785	-0.1195	-0.2372	0.3152	0.8293	1.2170	0.9163	-0.1256	0.6508	-0.6814	0.5107	-0.9290	-0.1839	0.5447	0.1577	0.4078	-0.3277	0.5740	-0.0806	0.3849	0.0220	1.8434	-1.5087	0.2271	-0.5802	0.0018	0.4158	-0.0993	-0.5430	0.2327	1.1187	0.3164	-0.3273	-0.5449	0.9445	0.4375
0.4750	-1.0357	0.4610	-0.0616	-0.3537	-0.7156	0.1659	0.4952	0.9841	0.1842	-0.5727	0.8378	1.5809	1.1955	-0.5220	-0.1068	0.5929	-0.5512	2.1564	-0.6352	-0.1528	0.1972	-0.6682	0.7186	-1.0244	-0.4925	0.3816	-0.8831	0.4673	-0.6403	1.0318	-0.7077	0.1378	-0.0750	1.1953	0.1170	0.4850	-1.2630	-0.9438	-1.0249	-0.6189	0.5620	-0.4656	0.4471	0.0879	-0.3051	-0.3922	0.3653	-0.4119
0.3498	-0.5555	-0.2407	0.0268	-0.9145	-0.1427	0.1269	-0.0844	-1.0877	0.1586	0.2146	0.5779	0.5744	0.0806	-1.5089	0.3018	-0.0483	-1.5655	1.7259	-0.4782	-0.4817	-0.7557	-1.1499	-0.3072	-1.7463	0.5242	-1.0722	-0.4670	0.2671	0.3338	0.4315	-1.0934	-0.5763	0.4366	-0.7898	-0.6739	-0.0521	0.7944	-0.7578	-0.7474	-0.7219	-0.3133	-0.4321	-1.8569	-0.9010	-0.6078	-1.4787	-0.4636	-0.4749
0.4284	0.6007	-0.5783	-0.1807	-0.5997	0.6594	-1.4728	0.1355	0.1212	-1.2651	0.2935	-0.2012	0.5436	-0.2176	-0.3581	0.2384	-0.1123	-2.8118	-0.5568	-0.7020	-0.5928	-1.9282	0.2781	-1.2876	-1.2495	0.2203	-0.2772	-0.2409	-0.5044	-0.1097	0.5217	0.9508	-0.0040	1.0238	-1.5204	-0.3211	-0.5320	-0.2416	-0.7333	-0.3803	-0.3736	-1.0458	-0.4221	-0.2188	-0.8612	0.8931	0.3070	-1.0164	0.6018
0.2240	0.8795	-0.3470	-0.1868	-0.5665	-0.3057	-0.7231	-0.6755	0.3064	-0.6459	0.8410	-0.9477	-0.0804	-0.2350	0.1904	0.0857	0.1494	-1.2563	-0.0139	-1.3686	-1.0341	-1.1626	0.2509	-1.2971	-1.0764	0.4245	-0.9919	-0.8557	-0.3542	-1.0302	-0.5592	0.3633	-0.0462	-0.0768	-1.9604	-0.5445	0.0523	0.7293	-0.1185	0.4163	-0.0808	-0.3727	-0.1143	-0.4709	-0.7894	1.0631	0.7975	-0.2692	0.4534
