IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-0.4224	0.2333	-0.5611	-0.6784	0.6217	0.5024	0.2860	1.2259	1.5443	-0.6704	1.6005	-0.2867	0.1984	-0.5871	-0.1246	-0.8761	0.8821	0.2461	0.4039	1.1306	0.6123	-0.6926	1.1157	1.6909	0.5230	1.4476	1.8960	1.7900	1.4733	-0.3111	0.6329	1.4433	1.0551	1.5579	-0.2511	0.8147	-1.0272	-1.8630	0.0964	0.1514	1.1703	-0.2290	1.6951	-0.9951	-0.0838	-1.3499	0.4795	-0.1170	-0.5440
-1.0338	-0.0100	-0.2889	1.2328	0.8339	1.7833	-0.0303	1.0589	1.2070	0.6427	1.0134	0.2791	0.4144	-1.2554	0.3033	-0.1635	-0.3276	0.5678	-0.0311	-0.5286	-0.0763	0.5008	0.0120	1.3267	-0.0687	0.9962	0.4814	0.4397	0.9685	1.3119	-0.4771	0.7641	1.4374	1.5071	-1.0377	0.5872	-0.2022	-0.2930	-0.1880	-0.6796	0.4616	-0.0470	1.1196	0.4789	0.9050	-1.1978	1.3185	-0.8006	-0.3319
-0.9043	-0.7399	0.0353	1.7218	-0.2913	0.6416	-1.4128	-0.5227	-0.6239	-1.1899	-0.9247	-0.9400	1.1013	0.2927	-0.4141	-0.2753	0.4797	1.1286	0.2898	-1.4793	1.3885	1.7526	-0.9246	1.3574	1.0171	-1.5242	0.1038	-0.6984	0.8955	0.0173	1.4023	-0.8409	1.4791	-0.9631	0.6353	-0.3345	0.4375	-0.8952	0.1224	-0.1538	-1.5969	1.3241	-1.1142	0.9981	1.8781	-0.4273	-0.0905	0.4310	-0.0330
0.6486	-1.2949	-0.9309	0.2816	0.1959	-0.2358	-0.1180	-0.2956	0.5226	0.5253	0.0014	-0.0366	0.3569	-0.4515	-1.1558	-0.6283	-0.6939	-0.2121	0.2094	1.1372	0.2043	-0.6804	-1.4164	0.9874	-0.2400	-1.1841	-0.2267	-1.7374	0.4407	-0.8669	2.5731	-1.1806	0.7432	2.4945	0.9654	-1.9432	2.1783	0.8043	-0.9505	-1.1321	-1.3398	-1.1780	0.8177	-1.3147	0.0281	-0.4929	-0.0230	-0.0181	0.0766
1.2083	-0.8473	0.6580	0.6209	-0.6556	0.6451	-0.5207	0.6657	1.4601	0.0229	0.3217	0.3812	0.9039	-0.4539	0.0010	-0.1512	-0.6792	-1.0973	0.9280	0.3553	-0.0414	-1.6230	-0.5087	0.6064	-0.7587	-0.4821	-0.0704	0.8224	0.0144	-0.3151	2.5385	0.5878	-0.6919	1.5809	1.0250	-1.9167	0.2603	-0.4717	-1.2025	-0.0902	-1.4690	-1.3463	0.4912	-1.3945	-1.2473	-0.3916	-1.1677	-0.2665	-1.4612
0.9499	-0.7495	2.2766	-0.7864	-0.5365	-0.1824	-0.9468	-0.1035	0.8286	-0.6908	1.5397	0.5885	0.0970	0.5221	0.8427	-0.2799	0.7933	-0.3047	1.4443	-0.5056	0.0799	-0.7431	-0.2803	-0.0839	0.0827	-0.0511	0.2652	-0.0054	1.1404	-1.1825	2.2518	0.7455	-0.0365	-0.0004	0.4802	-1.7597	-2.3604	0.2327	-1.7530	0.6808	-1.2760	0.2702	-0.7538	0.3490	-1.0626	-0.8222	-1.8752	-0.5873	-1.8646
1.3461	-0.9053	2.6967	0.2370	-0.9045	0.0639	0.0041	-0.1318	1.2920	1.2829	0.7411	0.1511	0.2370	-0.1380	0.7905	-0.0209	0.4418	-1.0723	1.6856	-0.2555	-1.0926	-1.9752	-0.2505	-0.2091	-0.4253	0.2958	0.3646	0.4742	0.2757	0.2106	0.6923	0.6590	0.0349	1.0361	-0.3416	-1.5824	-0.5595	0.4839	-1.1004	1.1231	-0.5215	-0.3850	1.0231	-0.3603	-1.6926	-1.1445	0.2365	-0.4728	-1.0359
0.3625	0.7689	0.6120	-0.0883	-0.3656	-2.5268	-0.3328	-0.6828	-1.2480	-0.2405	1.3815	0.5976	-0.1551	0.8661	-0.1227	-0.0939	0.4950	-1.5738	0.8138	-1.4870	0.2288	0.5406	0.2343	-0.7085	-1.2937	0.2234	0.0880	-0.3627	-0.2281	-1.8263	-0.2126	0.3495	-0.6319	-1.1559	-0.3241	-0.9908	0.5841	-0.7572	-1.1021	1.2008	0.3034	-0.0462	-0.3570	1.2824	-0.7715	0.6437	0.0167	-1.5238	-0.4624
0.1769	-1.2951	-0.4843	-0.0055	1.0758	-1.1993	-0.0785	-0.5487	-1.4018	-0.9702	0.2541	-0.7103	-0.1428	-0.2593	-0.3940	0.7099	-0.5763	-1.6770	0.2777	-0.9304	-2.0362	0.5058	-0.6583	-0.1871	-1.5184	0.3989	-1.4510	1.0192	-0.3080	-0.5635	-0.8236	0.9905	-1.2064	-1.1006	-1.1192	-0.6692	1.6444	-0.0418	-2.0921	0.1011	-0.1490	-0.0619	0.0091	-0.6593	-1.7142	-0.7029	-0.4108	-1.9507	-0.0925
0.9891	0.5563	-0.9158	-1.5528	1.1903	-1.8188	-0.4071	-0.4168	-0.0751	-0.3232	1.0330	0.7510	-0.9056	0.0539	1.5388	0.4515	-1.3046	-0.7747	0.0800	-0.2235	-1.0255	0.4191	1.4567	-1.9728	-0.6762	0.4987	-1.4543	0.6059	-0.4703	-2.3829	1.0572	0.6191	-1.9343	-0.7172	-1.6718	-0.1745	-0.1301	0.9425	-1.1872	0.6547	1.1038	-0.0324	-0.0996	0.4483	-1.3976	2.3500	1.1366	-1.7297	1.8746
