IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-1.2927	-0.6131	-0.8447	-0.3715	-1.0572	-0.5672	1.7769	0.8166	-2.3012	-0.2963	0.8339	0.7610	-0.8796	0.1772	-1.5321	0.6012	1.0703	0.1927	-0.9283	-0.1596	-0.4866	0.0263	0.0061	-0.3542	-0.4913	-0.3301	0.5190	-0.6220	-0.2628	-0.9229	0.6791	-0.1368	-0.8394	0.6497	0.7140	1.5035	1.3627	-1.3377	-1.1655	-2.0424	0.6504	-0.0069	1.8273	-2.1645	1.8647	-0.6102	-1.7441	-0.2382	-1.0406
-1.4085	0.2387	-0.1085	-0.8901	0.2863	-0.7154	-0.0240	0.5201	-0.7915	-1.4060	-0.8506	0.8309	-0.7290	-0.0646	-0.5000	0.0848	1.1425	0.1076	-1.5697	0.1504	-0.1957	0.0001	1.2576	-0.0454	0.6647	0.8106	-0.0333	-0.1701	0.2580	-0.7743	0.8392	1.1790	-0.2577	0.3272	-0.2749	0.6964	-0.4101	0.2207	-0.7876	-1.2511	0.2099	0.7116	1.1150	-1.1123	0.9416	0.4684	0.5595	0.0513	-0.3145
-1.8780	-0.1375	-0.4329	0.2353	0.0665	-0.0764	-1.2983	1.7402	-0.7030	-0.1045	-0.4416	0.1049	-0.2755	-0.0232	-0.0359	0.3016	0.4915	0.2133	-1.5993	-0.6571	-1.5945	1.3121	1.2370	1.2566	1.3992	-0.4448	-0.2508	-0.5187	-0.4661	-0.8643	0.2877	2.4756	0.3463	-0.2378	-0.7124	0.1493	0.0840	-1.5537	-1.0553	-1.7784	-0.0476	0.7212	-0.9420	-0.8655	0.6566	0.7402	1.0964	0.8156	-0.4459
0.2757	0.3889	-0.1897	0.0284	-0.5927	0.3268	0.8328	0.6328	-2.4135	0.3271	0.4546	-2.0199	-0.2704	1.4059	-1.0342	-1.3817	0.5404	1.9914	-2.1492	0.5640	-0.8290	1.1194	0.1020	0.8563	0.9200	-1.2636	0.0108	-1.5191	-0.4232	-1.4548	1.0958	0.8601	-0.3163	0.0367	-0.2629	0.6270	0.1336	-1.4686	0.9396	-1.6707	-0.6286	0.2640	1.3128	-3.0708	0.7251	-0.3650	-1.3283	-0.6682	0.4686
0.4156	1.2425	1.0390	0.0203	0.7327	0.5679	-0.5641	-0.4708	-0.2270	0.0571	-0.2136	-0.2467	-1.1703	1.2713	0.1926	-1.8373	1.2904	0.1492	-1.4681	1.1902	-0.6816	-0.0612	0.2209	-0.3318	1.5614	1.4027	-1.9030	-0.7367	0.1740	-1.6230	1.5126	0.9918	0.4601	0.0024	0.2159	-0.0622	-0.7553	-0.5828	0.1531	-1.2552	-0.5853	0.0198	0.9727	-1.1307	0.0695	0.2144	-0.3999	0.0361	1.0458
1.1461	1.6153	2.1062	0.1788	1.6451	0.8143	-0.3087	0.5384	-0.3961	-0.5368	0.4575	1.0139	-0.7898	1.8287	0.5182	-0.6114	1.3565	-0.2585	-0.0508	1.8840	-1.6119	-0.2737	-0.1273	0.2715	0.7556	1.8192	-0.9214	0.4204	0.4439	-1.5286	0.9522	0.0715	1.0370	0.9265	1.6764	-0.3485	0.4393	0.0314	-0.2387	-1.2270	0.5496	-0.1457	1.3590	-0.7131	0.4019	0.9362	-0.2777	0.6365	1.3062
0.1693	0.7122	2.5543	0.2752	0.8999	1.6120	-1.6337	-0.8406	-0.2347	0.7982	-0.1563	1.0775	-0.1121	1.5485	0.4151	0.3904	0.8073	-0.0092	0.0832	0.7777	0.6563	0.8225	0.0562	-0.5988	-0.3540	0.7528	0.4079	0.0844	0.2239	-1.2052	0.2090	1.1556	1.2839	-0.2314	2.5013	-0.6421	-0.1519	-0.4750	-1.0012	-0.9489	1.4748	0.0953	0.6767	0.3835	0.7662	0.4991	-0.2305	0.3920	0.1863
0.0699	-0.7432	2.2467	-0.9549	-0.7461	1.4615	1.1257	0.1162	0.8404	1.4469	1.0897	-0.0160	-0.4226	0.0988	0.9503	-0.0632	0.4144	0.8517	0.0052	-0.1627	0.1211	0.5833	-0.3204	2.0271	0.2010	-1.9146	-0.1402	-0.1651	-0.5354	-0.4184	-0.4823	1.4004	0.4716	-0.0656	1.0785	-0.9242	1.1515	-0.5131	-0.8452	0.0871	-0.0505	-0.0848	1.0022	-0.5939	-0.2128	-1.0637	-2.4402	-0.1212	-0.9377
-0.2473	-2.2338	0.4936	-1.6158	-0.6268	0.1890	-0.5019	0.1320	0.2393	-0.2505	-1.7386	-1.1350	-0.1573	-0.0264	-0.5655	-0.6650	0.0869	0.5597	-0.2095	-0.7085	0.6767	-0.2156	-1.1761	0.0070	0.3446	-1.9919	0.0466	-0.0380	-1.2693	-0.5543	-1.4445	0.4214	-0.4478	-1.5498	0.5125	-0.3142	-1.1629	0.3039	-0.2786	0.0507	-0.9710	0.4137	-1.3575	-0.6585	-0.5579	-0.5084	-1.7236	0.0750	-0.3414
0.0308	-1.5525	-0.4087	-0.7485	-0.7886	-0.0041	-0.2244	-0.3446	-0.5033	-0.9139	-1.7680	-1.1429	-0.0166	-0.7705	0.1037	0.7566	0.2365	0.7553	0.2755	-0.9034	-0.2611	0.5199	-0.0172	-0.7539	0.4965	-0.8514	-0.8658	0.9945	-1.4993	-0.1071	-0.6184	0.3370	0.8760	-0.3506	0.4991	-0.6048	-1.0137	-0.0892	0.1826	-0.0986	-0.5039	1.2038	-2.4084	-0.0563	-0.4205	0.3426	-0.2593	0.6927	-0.2506
0.4253	0.2282	-1.1289	-0.6307	-0.0558	0.7939	0.9034	-0.1203	-1.0169	-0.6376	-0.5417	-0.8985	0.7237	-0.2783	-0.1032	0.5609	-0.2871	1.6224	0.7108	1.1518	-0.6655	0.4756	0.3148	-0.4992	-0.3460	-0.0421	0.6982	0.8201	-1.3444	0.4210	0.6182	-0.7046	0.2938	0.6837	0.1354	0.4825	0.6130	0.3662	0.0290	0.1591	-0.0122	1.3018	-0.1278	-0.2209	-0.1586	0.2254	-1.0527	-0.2708	-0.0229
