IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-0.1165	-1.5421	-0.0878	0.2048	-1.6009	0.6693	0.1061	-0.1533	0.3533	-0.1221	-0.8613	0.0071	0.3239	-0.1294	-2.2904	-0.7265	0.6764	-0.2862	2.5249	-0.2252	-2.1414	-0.3534	0.0578	0.3137	0.0908	-0.0019	-1.1573	-1.4620	-1.3535	-1.5810	0.8284	-1.3235	-1.6200	-0.1614	-0.5757	-0.3809	-0.7720	-0.8362	-0.3287	-1.2630	-1.1151	-0.9851	0.5928	-1.1704	-0.7691	-0.7692	-0.4445	0.6554	-0.5351
0.8314	-0.6141	-0.6935	-1.0836	-0.1151	-0.2227	0.2120	0.3055	0.5267	-0.8000	0.4368	0.6713	-0.7189	-0.2617	-0.6823	-1.1403	0.0782	-0.5150	0.5650	0.6225	-0.1555	-0.1581	-0.1965	0.1552	-0.3496	-0.2576	-1.6668	-0.9667	0.3952	-1.4514	0.6506	-0.6648	-2.0321	-0.2447	-0.6360	-1.0979	0.2229	-0.8850	-1.2639	-0.2088	-0.1259	-0.6360	0.6708	-1.1303	-1.0333	0.1148	-0.6519	-0.8415	-0.3015
-0.0063	0.5082	-0.2178	-0.7204	-0.2030	-0.7193	-0.0258	0.0096	-0.0926	-1.3868	0.3387	-0.4279	-0.0335	0.6468	0.5493	-0.4511	0.2571	-0.4877	-0.0369	0.1613	-0.3063	-0.3599	-0.7940	-0.4433	0.2187	-0.1541	0.4908	0.6038	-0.3128	-0.5214	0.2071	-0.4992	-1.9244	1.1334	-0.2146	-0.5375	-0.0599	-0.2105	-0.9787	-0.0675	0.0413	-0.4705	0.5251	-0.6669	-0.4654	-0.3303	-0.3843	0.6294	0.3771
-0.0412	1.2709	-0.7056	-0.4871	-0.1219	-0.9364	-0.5073	-0.5771	-0.1195	-0.4202	1.1810	-0.3810	0.1989	0.2378	-0.2481	-0.7934	-0.2790	-0.5993	-0.2405	0.3137	0.3382	-0.2557	-0.2078	-0.6424	-0.2858	0.4725	-0.4402	-0.6101	0.1307	-0.5655	-0.2539	-0.5969	-0.9044	0.6947	-0.1671	-0.9618	0.8631	-0.2163	-0.1631	-0.5184	1.0440	0.0185	0.8204	-0.0996	-0.5849	-0.3072	0.2901	0.0348	0.5342
-0.3157	-0.0970	-0.1754	0.6427	0.0001	-0.1912	-0.1887	-0.5634	0.2348	0.5046	-0.6789	-0.5242	1.0111	0.6821	-0.8134	-0.4958	-0.1474	-0.3525	0.0868	-0.4902	1.0509	-0.4439	-1.1218	-0.2687	-0.0759	0.4702	0.4072	-0.5663	0.4543	-0.4095	0.1665	0.1189	0.1001	0.5329	0.0787	-0.4237	-0.0294	-0.0722	-0.5932	-1.0836	-0.0469	-0.4151	0.3301	-0.1309	-0.1784	-0.0371	-0.4552	-0.3717	0.1014
0.0640	-0.0533	-0.4878	-0.0280	0.2694	-0.4282	0.0018	-0.1293	0.3240	0.1409	-0.2603	-0.2513	0.8679	-0.2090	-0.1276	0.3184	-0.9789	-0.5394	0.1481	-0.4240	0.7490	-0.1110	-0.2465	-0.2431	-0.2688	-0.0653	-0.0781	-0.6732	0.4243	-0.4912	0.0871	0.1526	0.1588	0.2871	-0.8123	-0.7166	0.1756	0.5386	-0.8105	-0.8893	0.0651	-0.8554	0.4378	-0.3651	-0.1264	0.2856	-0.3614	-0.9942	-0.0730
0.1880	-0.3305	-0.3506	0.9410	-0.0857	0.2741	0.3162	-0.0408	-0.1408	0.3471	-0.5754	-0.8689	0.7498	-0.5265	-0.8196	1.1503	0.2162	-0.1930	0.2751	-0.6886	0.3958	0.2594	-0.6129	-0.3933	-0.5192	-0.2815	0.4608	-0.3361	0.5624	0.4118	0.4685	0.2374	0.2995	-0.5137	-0.8106	-0.0143	-0.6554	0.9954	-0.6125	-0.2858	0.1005	-0.8796	0.0400	0.1954	0.0650	-0.2828	-0.1878	-1.7429	0.2719
0.2360	-0.1928	-0.5035	-0.1662	0.1231	-0.4638	0.0372	-0.4241	-0.2130	0.4650	0.6641	-0.1066	0.1836	-0.0616	0.7562	1.4630	-0.2792	-0.1253	-0.1423	-0.8783	-1.6444	0.4919	0.8091	0.0836	-1.2219	-0.6209	0.3720	-0.5811	-0.5415	-0.0223	0.4531	0.1511	0.4046	-0.2063	-1.1558	0.1686	0.9775	1.7373	-0.5673	0.1384	0.6220	-0.9382	-0.0597	1.7322	-0.0794	-0.4611	0.1924	-0.6757	0.3622
0.0464	-1.4705	0.5930	0.3581	-0.6454	0.1319	0.0400	0.0812	-0.3598	-0.3228	-0.6904	-0.9521	0.2170	0.1556	0.1064	1.3828	0.3239	0.2474	0.1639	-1.1806	-1.6866	0.6539	0.0910	0.5084	-1.3292	-1.2889	0.7302	-0.4866	-0.5794	0.2180	0.5559	0.4892	0.0560	-0.3208	-0.6735	0.2082	-0.3206	-0.2643	-1.0206	0.0250	-2.3067	-0.1446	-1.4053	0.4752	-0.3519	-1.8630	-0.4582	0.0013	-0.8619
0.1788	-0.1683	0.0101	0.1171	-0.0277	0.1012	-0.3769	0.1303	0.3077	0.2628	-0.1277	-0.5395	-0.4990	-0.2283	0.1766	0.4126	0.1627	0.6569	-0.0780	-0.4246	-1.6703	0.1576	-0.0325	-0.5562	-0.7362	-0.5619	-0.1848	-0.7577	-0.2979	-0.0712	0.6209	-0.0399	0.2663	-0.1321	-1.3973	-0.4332	-0.5238	0.2769	-1.1307	0.2996	-1.1426	0.1791	-1.0815	-0.6366	-0.5117	-1.0370	0.0245	-0.7924	-0.0384
-0.2433	-0.7361	0.2532	0.7337	-0.2249	0.4689	-0.0747	0.1674	-0.1222	-0.1905	-0.6885	-0.9684	0.2889	-0.5267	-0.7674	0.4951	0.1251	0.5704	-0.4111	-0.7501	-0.5965	0.8589	-0.4764	-0.1998	-0.0996	-0.1196	0.8542	-0.8416	-0.1433	0.2772	0.1433	0.1819	0.3159	-0.4908	0.3130	-0.5220	-0.8272	-1.2572	-1.3519	-0.2057	-0.8912	0.8323	-1.4168	-0.6389	0.1135	-0.8181	-0.1338	-1.2699	0.0988
