IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
2.3478	3.0757	0.3150	3.6086	-0.1982	0.3508	-0.9063	-1.1490	0.5224	3.4500	1.3732	0.4485	-0.6401	0.4296	-0.3989	3.6644	-0.7734	-0.5404	-0.2596	0.3221	0.2992	0.5243	-0.8893	-2.0119	0.3149	0.4529	1.2193	0.6657	1.5882	0.5174	1.3874	-1.3279	0.2522	2.4243	3.7810	-1.3686	0.0924	0.3609	4.7237	2.4353	1.7092	2.6154	3.2966	1.3416	0.6217	1.0025	3.1516	2.8700	2.7483
-0.0064	1.3995	1.4273	2.0255	0.2809	-0.4244	-2.0362	-1.7976	-0.0872	0.4477	-1.3840	0.0108	0.4128	0.2562	-0.2801	0.7832	1.3158	1.4732	1.5180	-0.3222	-0.2196	1.0232	1.2075	0.6717	-0.7442	-0.3158	0.6005	0.2855	-0.2794	-1.3536	0.5512	0.6811	2.3077	1.2026	2.2761	-1.7041	1.4608	-1.1470	0.4987	2.2510	0.2565	1.9988	1.8910	-0.1487	1.5429	-0.8703	1.7017	1.3090	0.4571
-0.8644	0.3757	0.1414	0.9851	0.0802	-0.6197	-1.2646	-2.1033	0.0080	-1.1336	-0.4844	-0.3365	0.2069	0.9338	-0.8086	-0.7700	1.0746	0.8428	0.4961	-1.0611	-0.4928	-0.5343	1.7467	0.5864	-1.0027	-1.0779	-0.0088	-0.0336	-0.0038	-1.7396	-0.3231	0.7031	1.9628	0.4787	-0.3010	-1.5211	1.5881	-0.3628	-0.2809	0.5733	0.5232	0.7275	1.0113	-1.3213	0.2782	-1.0961	-0.0091	1.5694	0.6264
-0.6556	0.2421	-0.6043	0.1450	-0.3752	-0.5188	-0.4846	-2.4851	-0.4854	-1.2804	0.4580	0.0296	0.9630	0.7913	-1.8208	-0.4689	-0.0820	-0.5685	-0.4471	-1.7352	-0.3599	-1.5277	1.1012	0.8000	-0.6277	-0.5396	-0.4933	-0.8869	-0.5391	-0.1799	-1.2548	-0.2906	1.5321	-0.0384	-1.0450	-1.4327	1.7441	0.4598	-0.6074	-0.0023	0.5465	-1.2368	0.7942	-0.9344	-0.0495	-0.1411	0.4502	0.5668	1.2056
-0.6543	-0.3130	-0.5035	-1.8891	-1.5400	-1.5581	-0.2881	-2.2141	-0.1714	-1.3329	0.0715	-1.1508	0.8387	-0.0539	-2.2632	-0.2737	0.1846	-0.3861	-0.0039	-2.1700	-0.6014	-1.4012	0.7358	-0.1767	-0.4056	-0.2277	-0.7952	-0.7071	-1.2615	-0.2443	-1.7635	-1.1782	0.7000	-1.1338	-1.4827	-0.6240	1.7263	-0.2863	0.1827	-1.2694	-0.0313	-2.0681	0.1818	-1.1011	-0.0220	0.5066	-0.0173	-0.4376	1.7822
-0.9731	-0.5414	-0.3572	-2.5121	-1.4902	-2.4759	-0.9865	-2.3013	0.2309	-0.7723	-0.7188	-1.2330	0.3234	-1.4078	-1.4677	-0.1977	0.6258	0.3854	0.1760	-2.3248	-0.4826	-0.8552	0.9978	-0.9674	-0.2674	-0.2546	-1.2981	-0.5141	-1.2638	-0.4607	-2.0982	-0.3739	1.2228	-1.9594	-1.6070	-0.4485	0.9593	-0.3437	0.5152	-1.4649	0.6305	-1.0765	-0.3955	-0.8480	0.0090	0.6767	-0.5965	0.0340	1.5508
-0.6650	-0.6557	-0.4873	-1.5457	-1.2771	-1.3476	-1.0934	-1.7724	-0.4995	-1.0644	-1.6133	-0.6194	0.7023	-1.7919	-1.5781	-0.2747	1.0497	0.1362	-0.2057	-2.3650	-0.6298	-0.9168	1.1690	-0.6118	0.0598	0.2999	-1.1696	-0.9313	-1.2492	-0.0983	-2.2494	0.1052	1.1694	-1.1552	-0.8125	-0.1098	0.6617	-1.0083	0.8103	-1.1316	0.9736	-0.9362	-0.4244	-0.4287	0.2112	1.2001	-0.2883	0.5947	0.9199
0.2553	0.0993	-0.6149	-1.2308	-0.3955	0.3185	0.5066	-2.0124	-0.4300	-1.6062	-1.1740	-0.0486	-0.1985	-1.2696	-1.5024	-0.6831	0.9436	0.9103	1.0057	-1.1517	-1.1351	-1.1637	0.1799	-1.7238	0.3037	0.9612	-1.6171	-1.0388	-0.5290	-0.9688	-1.4204	-0.1238	0.9264	-1.2584	-0.4094	-0.2956	0.2587	-0.2218	0.3866	-1.2159	1.2624	-0.9788	0.4854	-0.2072	1.0201	1.6366	-0.4150	0.6425	1.3090
3.1269	-0.2154	-0.4286	-1.4433	0.8868	0.6898	0.5662	-1.2366	3.6147	-1.0665	-2.5894	-0.6367	-0.8823	-0.8043	-0.9365	-0.4782	0.8196	3.3288	0.8115	-0.5929	-2.6951	-2.0914	-0.5413	0.6414	-0.3169	-0.3701	-0.5827	-1.1551	-0.0854	-0.9058	-0.9544	0.7061	1.0748	-1.6260	-0.9944	-0.5988	0.0944	-0.5500	0.1749	-0.9145	1.1725	-1.3084	-0.6297	-0.1863	1.4662	0.6185	-0.3861	-0.8008	1.2996
-5.1147	1.7132	0.0175	-0.8912	0.3709	0.2611	-1.7326	-1.0193	-0.5013	1.1057	-0.6353	-3.0126	-0.4241	-0.3111	-0.7881	-0.2086	0.6450	-2.7559	-0.9448	-0.3889	-0.7916	-0.7683	-0.9362	0.2470	-0.0590	0.1179	1.9092	0.8426	-0.8010	1.1776	0.2418	-1.0053	-0.6050	-0.0193	-0.2390	0.7785	0.0894	-0.4301	1.7620	-0.3226	1.5435	-1.5610	0.8726	0.9461	0.1455	0.4720	1.7681	0.6158	0.2856
