IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-1.3431	0.9158	-1.2648	1.3037	0.7535	-0.6486	-0.6032	-2.7862	0.4610	1.5096	0.8567	0.3547	-0.3007	-0.2712	1.7685	-1.2824	-0.5769	1.7313	2.7679	2.1880	-1.7361	1.3620	1.2260	1.5978	0.4484	1.8042	0.2431	0.7782	-0.9199	0.3057	0.7617	0.0938	-0.1830	0.6711	-0.5664	-0.0795	-0.6897	-0.7444	0.8651	-0.4595	-0.4850	0.5374	2.6770	-1.0944	0.6564	1.2349	0.9190	-1.1205	-0.5503
-0.3663	0.0372	0.0928	0.7349	-0.1966	-0.8511	0.2398	-0.7407	0.5218	-0.2558	0.0271	0.5272	-0.1737	-1.8586	0.5982	-0.0206	-0.2567	-0.0081	0.8711	-0.1890	-0.4829	-0.0784	0.4342	-0.1318	1.2913	0.2250	0.3414	0.9243	-1.3308	1.2848	-0.2254	0.4626	0.5342	-1.4840	-0.4338	-0.2726	0.1813	-1.1712	-1.7738	-0.8143	-0.2708	-0.2734	-0.3522	-0.2909	-1.0577	0.0735	0.2136	-1.2724	0.7219
0.0176	-0.1615	-0.1436	-0.8613	-0.1911	-0.4259	-0.3160	-1.2234	0.0910	-1.2460	-0.7749	0.4160	0.6431	-0.2908	-1.1228	0.2192	0.3938	-0.1042	-0.0994	0.2912	-0.0262	1.0665	-0.1419	0.5606	0.3354	-1.0591	-0.3812	-0.6433	0.3472	-1.2656	0.2737	0.0269	0.2573	-0.9667	-0.4159	-0.6715	0.0673	-0.1808	-1.8322	-0.4209	-0.7135	-0.9342	-1.4105	-0.2957	-1.9623	-1.2492	-0.9611	0.1717	0.6492
-0.7552	0.8270	-0.6682	-0.9774	-0.5776	0.5857	-1.0005	-0.4576	-0.1938	-0.4918	0.5029	0.2212	0.5405	0.6721	-0.5531	-0.0622	0.2679	0.8653	0.6393	0.9896	-0.9125	1.2348	0.7308	-0.0034	-0.3604	-0.9773	0.0718	-0.4564	0.3963	-2.0116	0.5022	0.7106	-0.8769	2.0313	0.4782	-0.5254	0.0578	-0.0144	-0.1522	0.0333	-0.8239	-0.3322	0.3110	-0.6790	-1.1302	1.0123	-0.2138	0.7961	-0.1678
-1.2280	0.0116	-0.6443	-1.4435	0.9266	-0.2260	-0.2514	-1.6596	0.3741	0.1983	-0.8538	0.9259	-1.2334	2.1925	0.5668	-1.2816	-0.0960	0.3168	0.1434	1.2646	0.4539	-1.6421	1.5575	-0.2054	-1.6710	1.4425	0.0418	-1.5524	0.1597	-1.8033	0.7052	2.2599	-1.8632	1.0608	1.5134	-0.7747	0.0095	-0.4951	-0.3293	-0.5028	-0.6310	1.0549	1.6653	-1.6854	-1.3771	1.8967	0.0882	0.9215	1.1897
1.0689	-1.5812	0.1452	0.2811	1.1324	-0.6253	-0.9593	-0.1368	2.1594	-1.2797	-1.2074	1.9730	-0.5034	2.3242	-0.6107	0.2286	1.6117	1.1649	0.5237	0.1227	1.3065	-1.3022	-0.5631	1.5155	-0.3117	1.9577	-1.0875	-1.4296	0.1856	-0.3226	0.7138	0.0616	-0.0688	-1.7985	1.7339	-0.3018	-0.2175	-1.3124	-1.2398	-0.2155	-0.2972	-0.2971	0.1713	-1.6016	-2.4132	-0.1544	0.0923	-0.3160	-0.0245
1.7410	-0.3885	-0.3611	0.9823	1.1180	0.9680	-0.4060	-0.3886	0.4920	-0.9493	0.0430	0.8119	0.8389	1.9152	-1.5267	0.3736	0.9550	-0.3891	0.8839	-1.0276	0.9222	-1.6568	-1.4876	-0.0128	-0.2596	0.9147	-1.9951	-1.0585	0.9523	-0.9268	0.7840	-0.8880	0.8852	-1.1782	1.0250	1.2485	0.3079	2.1609	0.3495	-0.0470	-0.9446	-1.3365	0.2295	-0.1913	-0.5486	-1.0164	0.3946	-1.0515	-0.0510
1.2303	1.8919	-0.7033	-0.1674	1.2124	0.7302	-1.3332	0.8468	-0.1244	-0.1550	1.2434	0.8324	0.3503	0.4877	1.0208	0.2107	-0.1786	0.2063	-0.6285	-1.0336	-0.6170	-1.0425	-0.6537	-0.9402	0.1338	-0.2523	-0.8907	-0.5048	1.7416	-0.0906	-0.2489	-0.0680	1.2634	0.3869	0.0180	1.1956	0.5281	1.5871	2.4098	0.3862	-0.5492	-0.9790	-0.3062	0.2555	2.0037	-0.3165	1.1589	-0.1089	-1.9589
-1.5069	0.7139	-0.7705	-1.9854	-1.5053	0.0204	-0.6038	1.0395	-0.1229	0.9250	0.5174	0.2801	-0.0052	-1.3379	0.8584	0.4224	-0.1432	0.2732	-1.6174	-1.2820	-1.3361	-0.9076	-0.7776	-0.6933	0.3125	-0.1819	1.0261	0.3755	0.8924	-0.2552	-2.2019	-0.6647	-0.1772	1.2930	-1.0148	0.7554	0.5435	0.2155	1.7266	0.3993	0.9990	-0.4359	1.4220	0.6335	1.8716	2.5576	-0.0986	1.1235	-1.0340
-1.6682	0.2500	-0.2852	-1.1396	-0.2379	0.6926	0.3155	-0.6932	0.5008	-0.2408	-1.0756	0.0958	-0.2913	-0.7900	1.1719	-0.3759	1.0337	0.1136	-1.2932	0.4871	-0.4120	-1.1077	0.6465	-1.0185	0.6624	0.7895	2.5052	1.5201	-0.6003	1.1430	-1.2163	1.0126	-0.9245	0.3607	0.0215	0.6544	-0.0201	1.1621	2.1336	0.8204	1.6547	1.7019	-0.0679	0.1563	2.6130	1.6959	-0.7610	2.6319	0.0559
