IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
1.1463	1.8789	0.3156	-0.8612	0.1865	1.4509	0.2121	0.9614	-1.1152	-1.4511	0.3114	0.2751	-1.2682	-0.2827	-0.1678	-0.3885	-0.1544	-0.4744	-0.6258	0.2769	-1.7421	0.5424	-0.4500	-1.3123	1.4565	1.0798	-0.1726	-0.0236	-0.5748	0.8388	0.4715	-1.3963	0.8132	1.4572	-0.8963	0.6182	0.1356	0.3665	0.5151	-0.9277	0.3952	0.4740	0.8678	0.5159	-0.2788	-1.3821	0.0196	0.1227	0.4250
0.2416	0.7209	-0.5143	-0.3500	-0.3912	0.4587	0.1280	0.2494	-0.0148	-0.8026	-0.1404	0.8181	-1.1430	-0.4672	0.7981	-0.6069	-0.0885	-0.6074	-1.2897	0.6845	-1.1093	-0.6493	0.3138	-0.4716	0.8225	0.8985	-0.2351	-0.5938	-0.4196	-0.0672	0.3527	0.1691	0.8342	0.8154	-0.8085	0.2363	0.8249	0.9738	-0.8056	0.2854	0.1284	-0.6892	0.7794	0.8962	0.2837	-0.1071	0.5372	0.0789	0.7764
-0.0414	-0.4941	0.4484	0.0463	-0.6341	-0.6849	0.1544	-0.8263	0.0962	-0.6677	-1.3274	1.1701	-1.6346	-0.6120	1.1920	-0.5357	1.7433	0.7779	-0.4265	0.3373	0.3567	0.5599	0.0516	-0.0144	1.2220	1.3409	-0.0698	-1.1759	0.5970	-0.7105	0.3926	0.1604	1.0446	0.8238	-0.1708	-0.2098	1.0869	0.9895	-0.2744	1.0798	-0.4417	0.8179	0.7528	-0.1004	-0.0664	0.0332	0.1246	0.8825	0.2666
0.2771	-1.2357	-0.3144	0.0742	-1.1551	0.2049	0.4373	-0.2585	0.0768	-0.7612	-1.6498	0.0038	-0.8717	-0.0920	-0.1971	-0.6253	1.4726	0.4698	-0.0079	-0.5939	0.9460	0.9730	-0.9856	-1.5688	0.8297	1.0584	1.0737	-1.1459	0.6969	0.1988	0.4453	-0.3601	0.1389	1.2615	0.8423	-0.3757	-0.2418	-1.2496	0.4166	0.4288	-0.4694	0.2356	1.3032	-0.0153	1.4715	0.9458	-0.3623	0.2656	0.2971
0.0485	-1.0489	0.0047	-0.0222	-1.1269	0.0916	0.7655	1.8200	-0.5175	0.4626	0.2869	0.9723	-0.4951	-0.3226	-1.0969	-0.3395	1.0828	0.3146	0.7823	-1.9529	1.3286	0.9234	-1.4025	-0.6849	0.9412	-0.4372	0.3314	-1.6110	0.4922	0.3209	0.5423	-0.5723	0.3849	1.4124	1.5512	-0.8957	-0.3263	-0.7360	0.3744	-0.6785	-0.2396	0.4710	0.5528	-1.3012	1.1361	-0.1164	-0.6940	-0.0927	-0.9354
0.2700	0.5161	-0.6465	-0.5058	0.8555	-0.1246	0.0967	1.3447	0.2042	1.3027	1.5691	0.0540	-0.1130	0.3275	-2.1015	-0.7556	-0.4900	-0.4161	0.8266	0.5940	0.0295	-0.9610	-1.1119	1.0313	-0.2808	-1.8798	-0.2805	-0.8255	0.0506	0.3611	0.5664	-1.7584	-0.8933	1.2636	0.2717	-0.1937	0.0888	-0.3410	-0.2280	-0.9861	-0.1724	-0.2370	1.4589	-1.7545	1.5299	0.4490	-0.5288	-1.1390	0.3033
-0.8910	1.3272	0.6218	0.0626	0.3354	0.6561	-0.0664	1.2290	0.2475	-0.1870	0.1325	-0.0852	0.0631	-0.7449	-0.7718	-0.4910	0.2790	1.1819	-0.2982	0.2337	-0.4023	-1.1675	0.3045	1.1934	0.8990	-1.3913	-1.1825	-0.3122	-0.3735	1.7339	-0.2512	0.8977	-0.1737	-0.9970	-0.9255	-0.3280	-0.4482	-0.6246	-0.3062	0.4356	0.5270	-0.1236	0.5092	0.1375	-0.7035	0.6094	1.7025	-0.1108	0.4204
-0.2117	2.3082	1.1595	-0.4137	0.8001	0.1322	-0.2344	-0.2768	-0.8646	-0.2967	-0.5192	-0.7579	-0.6145	-1.1614	-0.7034	-0.5315	0.0376	0.7468	-1.2073	0.5059	-1.4725	0.0640	0.8401	0.9241	0.4084	-0.2838	-0.6782	-0.0452	-0.3988	1.7746	-1.0249	0.0773	-0.8173	-1.5855	-1.9698	0.8033	0.5593	-0.1982	0.9514	-0.3388	1.8703	-0.2654	0.2875	-0.1397	-2.3398	1.0233	1.6236	-0.0098	0.4813
-0.7515	0.6981	1.1265	-0.4862	-0.2040	0.5380	0.3239	-0.1442	-1.1776	0.7191	-1.6001	-1.7007	0.0588	-0.4402	-0.3099	0.0201	-0.2363	0.6008	-1.5882	0.5499	-0.7546	0.7188	0.0152	0.8457	0.1946	0.4660	1.3166	0.9754	-0.6630	0.9293	-1.0757	-0.3153	-0.8477	-1.5912	-0.6369	2.3109	0.2495	-1.7787	0.2360	0.0495	0.8418	0.3532	-0.0912	-0.1614	0.4560	0.2805	0.5527	0.1853	-0.3492
-1.0276	-0.2521	0.4987	-0.1774	-0.2695	0.4048	1.1236	-0.1435	-0.7476	1.6727	0.7886	-0.2439	0.2076	-1.0043	-0.4403	0.3261	-0.2098	0.7395	-1.1664	-0.4978	-0.1960	0.6932	-0.0224	0.0634	-0.1792	0.1766	0.4024	-0.1006	-0.6684	0.2293	-0.9693	0.2971	-0.2633	-0.6404	0.2655	0.9856	0.3342	0.5074	-0.0702	0.4111	0.8923	0.3563	0.9985	-0.1771	0.9328	-0.5859	-0.5837	-0.2253	-1.3781
