IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-0.1729	0.2952	-0.8117	-1.2564	-0.6975	-2.1694	-1.2411	-1.2364	-2.4326	0.0633	1.0789	-0.8476	-1.4113	-1.5505	-1.8663	-1.7623	-0.9295	-1.0129	-1.0078	-0.6342	-0.3506	1.0892	0.7451	-0.6610	1.1286	0.4746	-0.9406	-1.1235	-0.9103	-0.6506	-0.7006	-1.2746	-1.2105	-0.3212	-2.0204	-0.8551	-0.4846	1.3846	0.3876	-0.8787	0.1792	0.3680	0.1395	-0.1217	-0.7084	-1.2564	1.2905	-0.2486	-0.2470
-0.8618	-0.1221	-0.8849	-0.4858	-0.6233	-0.7920	-1.2075	0.1788	-1.4887	-0.6253	0.5573	-1.0773	-1.0749	-1.7652	-1.3658	-1.1011	0.3720	-0.7658	-1.4574	-0.1828	-1.0372	0.3777	0.7264	-1.1173	1.1753	0.4210	-0.7825	-0.3905	-0.6697	-0.8060	-1.3617	-0.3111	-0.6195	0.0775	-1.1483	-0.4028	-0.7238	0.6722	0.6705	-1.1590	0.0978	-0.0070	-0.0450	-0.3745	-0.1739	-0.0106	0.3320	0.0786	-1.9343
-1.1059	-0.6164	-0.7437	-0.4405	-0.2572	-0.5208	-1.4388	0.4949	-0.2630	-0.3827	-0.6646	-0.5258	-0.7110	-1.3769	-0.3482	-0.7728	-0.2457	-0.3417	-1.7526	-0.4518	-0.0048	0.1369	1.4609	-0.5551	1.3231	0.4911	-0.9235	0.0807	0.0529	-0.7531	-1.5820	1.2000	0.4950	-0.0957	-0.4904	-0.7601	-1.1225	0.7476	0.9526	-1.1227	-0.1738	0.4043	-0.3110	-0.2636	-0.0535	-0.5175	-0.5486	0.2168	-2.8019
-0.2186	0.8978	-0.2646	-0.0658	0.1936	-0.3001	-0.7503	-0.0205	-0.0097	0.2521	-0.0171	-1.2875	-0.9192	-1.5665	-0.3307	-0.8801	-0.8069	0.1565	-0.8939	0.4521	0.5460	0.0272	0.7188	0.3725	1.5732	1.0229	-0.7755	0.9184	-0.4228	0.7915	-1.2169	0.8764	0.3162	1.0528	0.4595	-0.8800	0.0866	1.5587	-0.3624	-0.5155	-0.6515	-0.9401	0.2915	-0.2708	-0.4632	0.0517	-0.2161	0.6678	-0.6988
0.3363	0.5837	-0.4044	-1.0254	0.1926	-0.3877	0.2279	0.4958	-0.1315	0.7403	0.2000	-0.6723	-1.3900	-0.8676	0.0121	-0.6777	-0.9207	-0.1546	-0.1763	0.5094	0.8218	-0.1103	0.0961	0.9165	1.5761	0.4941	-0.0850	0.6264	-0.3993	1.1713	-1.1585	0.0727	0.9362	1.0076	-0.5297	-0.8456	0.9324	1.3831	0.7982	0.1090	-0.4079	-1.0991	-0.0052	0.3269	0.0626	0.6209	0.6235	0.7953	0.1239
-0.1726	-0.1781	-0.3708	-0.7821	-0.1481	0.2053	0.1211	-0.0491	-0.1626	0.3529	0.5322	-0.6114	-0.5884	-0.9358	-0.3142	0.4327	-0.1634	-0.1383	-0.0710	0.4483	0.8360	0.2162	-0.0022	0.4156	1.5495	-0.0817	0.4039	0.4737	-0.1732	0.3277	-1.3436	-0.4366	1.2795	-0.8050	-0.6780	-0.2214	1.2554	0.1072	1.3336	-0.0526	-0.1871	-0.8489	-0.5334	0.4894	0.5292	0.0091	0.5871	-0.3344	-0.6227
-0.7214	-0.2996	-0.0790	-0.3617	-0.1784	0.1425	0.1581	-0.1280	-0.3164	-0.1442	1.7803	-0.3063	-0.9169	-1.5735	0.1961	0.8451	-0.1627	0.0226	-0.1375	0.6809	-0.2187	0.5204	0.3586	-0.2190	0.9105	-0.3353	0.3073	0.6595	0.0811	0.0294	-0.5323	-0.7273	0.9909	-1.3450	-0.5740	0.2248	1.0365	0.2531	1.4143	0.1408	-0.0257	-0.2982	-0.3088	0.3024	-0.0775	-0.1124	0.0495	-0.8429	-0.1631
-0.0442	-0.8860	-0.5351	-0.2202	-0.0801	-0.1581	-0.1245	0.4182	0.0162	0.0584	0.1867	-0.1169	0.4199	-1.0237	0.8733	1.7474	-0.6149	-0.2094	-0.1476	0.4792	-0.2765	0.2635	0.7671	-0.0201	0.1551	0.0211	0.0964	0.4331	0.1412	-0.2576	-0.3339	0.6673	0.5714	-1.4754	0.0874	0.4506	0.7244	-0.2013	0.2395	-0.4959	0.1282	-0.1457	-1.1718	0.3306	-0.3379	-0.4047	-0.8314	-0.2023	-1.0257
-0.0411	0.6183	-0.3307	0.2151	0.2555	0.5311	-0.3211	1.0976	-0.4513	-0.2717	1.4162	0.3573	-0.5498	-0.5158	1.2302	2.8214	0.3656	0.5665	0.1351	0.8142	0.7896	0.2505	0.6298	-1.1803	-0.5011	0.4729	-0.0265	-0.3962	0.5211	0.9970	0.0271	0.7659	0.0739	-0.9278	0.2830	0.5826	0.3703	1.4583	0.1319	-1.1164	1.1203	-0.0219	-0.4880	0.1877	-0.4124	0.4034	0.3186	0.2716	0.6884
0.0123	-0.3802	0.0893	0.2272	-0.0245	0.4120	-0.1171	0.3277	0.1057	-0.0865	0.1277	0.5574	-0.6766	0.8687	0.2883	1.3696	0.9298	0.4136	0.3298	0.3888	1.1749	0.2353	-0.5567	-0.7071	-0.3662	0.5106	0.7501	-0.3000	0.5590	-0.2995	0.1554	0.6249	0.0059	-0.6802	-0.0346	1.0072	0.5716	-0.3645	0.7112	-1.1289	0.6088	-0.5190	-0.5755	0.4992	0.4153	-1.0134	-0.9275	0.0375	-1.0894
0.1711	-0.0365	-0.3165	-0.1967	0.4197	0.3888	-0.1145	0.3859	0.0535	0.0974	1.6978	0.9407	-0.0701	1.1924	0.5491	1.2378	0.2848	-0.3844	-0.3869	0.5491	0.8774	-0.0153	-0.4421	-0.3913	-0.2649	0.2474	0.0655	-0.1643	0.3208	-0.8314	0.5273	0.4815	-0.0229	-0.8239	-1.1564	0.7204	0.9298	-0.5990	0.2961	-0.3262	1.0330	-1.3915	0.1642	0.4837	0.0821	-0.8174	-0.7250	-0.8003	-0.4787
0.3352	0.0540	-1.2171	0.3849	0.0517	1.1736	-0.2361	0.2975	-0.0008	0.7169	0.6477	0.5462	0.9104	1.7533	-0.1931	1.4987	0.2480	-0.3545	-0.0821	0.0084	0.2463	0.0438	-0.3818	-0.0981	-1.0253	0.1096	-0.1695	-0.5008	-0.0423	-0.1983	1.1140	-0.8952	-0.4315	-1.4756	-1.5436	0.0657	0.4676	-0.3626	-0.6694	-0.2187	1.1456	-0.4067	-0.8338	1.0633	-0.2797	-0.4769	-0.4460	-0.8377	0.2290
-0.2141	-0.0885	-1.0065	0.0012	0.2514	1.0387	-0.7705	0.3000	0.2126	0.1050	0.1915	0.4128	0.8071	1.7785	0.4646	-0.0690	1.2007	0.7187	-0.0156	-0.3890	0.0897	0.4608	0.4953	0.3645	-1.5443	-0.4659	0.0779	-0.8935	0.8749	0.1513	0.3449	-0.6811	0.6587	-0.9877	-0.8398	0.5332	0.0362	-0.3484	-0.0489	0.7871	0.2389	1.3829	-1.5756	1.0750	-0.0509	-0.1188	-0.6302	-0.1925	-0.2047
0.5161	-0.4386	-0.3206	0.6305	0.1664	0.4998	-0.3259	-0.1449	0.3077	0.3916	-0.7170	0.9755	1.6229	0.4878	0.0798	-0.9132	0.5216	0.7651	0.4853	-1.2209	-0.8051	-0.2296	-0.1143	-0.4387	-1.4975	0.0314	0.5249	-0.2941	0.1130	0.4801	0.2059	-0.6843	0.0316	-0.0543	0.8800	-0.0990	-0.0197	-0.0971	-0.7808	1.7023	-0.1279	1.0431	-1.4355	0.6511	0.5374	1.0081	-0.4246	0.0375	0.1208
