IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
-0.0297	-0.2324	-0.5520	0.9612	0.6978	1.4798	0.3809	0.4322	-0.4683	-0.2677	0.3963	-0.4203	0.0591	0.2344	-0.3052	0.8546	1.0232	-0.2748	0.2589	0.5407	2.1215	0.7668	-1.3635	-0.7075	0.8883	0.4738	0.8832	0.6105	0.7092	-0.2645	0.4671	-1.3237	0.9086	-0.2098	0.1734	0.1675	0.1066	2.0803	0.9072	0.2506	0.6111	-0.9898	0.6178	1.0064	0.7403	-0.9614	-0.9323	1.2773	-1.4414
-0.1066	0.0141	-0.3662	-0.0358	1.2447	1.2191	-0.6818	0.4944	0.6157	-1.4089	0.1354	1.0592	-0.1591	1.2457	0.4790	0.5442	1.2470	0.5288	0.7884	0.9565	1.3192	1.0573	-0.4481	-0.0428	0.4620	0.9909	1.5784	1.0185	0.6753	-0.4140	1.1609	-0.3987	0.7682	0.3707	0.2160	0.6673	0.3818	0.7168	0.9725	1.1802	0.2598	-0.5648	0.8150	1.1622	0.3191	0.5060	0.3627	1.0816	-1.3465
-0.2667	-0.1007	0.0083	-0.8396	1.9278	0.9698	-0.3388	0.5245	0.2428	-0.4082	-0.0189	0.4867	-0.3538	1.5423	0.2623	-0.0086	0.8976	0.5787	0.9004	0.6675	0.6753	1.3480	-0.3054	0.3366	0.8234	0.1033	1.3955	1.3848	0.4034	-1.1252	1.2187	-0.1596	0.7592	0.2948	0.5065	0.7672	-0.3472	-0.2017	1.5746	1.0278	0.2866	0.1570	0.6895	0.5797	0.1619	-0.3698	-0.0190	0.6231	-0.7923
0.1405	1.1509	-0.0844	0.0604	1.8283	0.7093	0.1636	0.6036	0.7377	0.2667	1.1608	0.6687	0.2912	-0.1903	0.6977	0.1100	0.9056	0.6304	-0.1870	1.0181	0.2907	1.2872	1.3160	-0.0310	0.0456	1.1074	0.9436	1.3016	-0.0159	-0.3559	1.4366	0.1398	1.8401	1.0986	-0.2387	0.2695	0.5075	0.5176	-0.0906	0.0101	1.7115	-0.0674	0.4127	1.3162	0.2744	0.9164	-0.0168	-0.2663	-0.2205
0.2467	1.5391	1.8943	0.1178	-0.0932	0.5196	-0.6530	0.5942	-0.3351	-0.6117	-0.1466	0.0328	0.7113	0.9324	0.1379	0.6744	1.1088	1.1890	0.6223	0.9027	0.7275	1.6368	0.2953	1.1115	-0.0599	0.4045	0.1919	0.3751	0.8892	0.3974	0.7402	0.3698	0.4685	0.6249	0.1687	0.5910	2.2282	-0.7047	0.1582	-0.3902	1.5893	1.0452	0.0089	1.3289	0.1904	1.8405	-0.4065	0.4482	-0.0078
-0.2467	0.6975	0.8824	0.7192	-0.5542	1.0076	0.2969	-0.2777	-0.1154	1.7327	0.6749	0.4726	0.9313	0.4329	0.2902	0.4799	-0.5512	0.5794	0.8609	0.6286	0.5803	0.8746	0.6561	1.7549	-0.8573	-0.5217	0.6697	1.4034	0.5305	-0.1022	0.4879	0.1841	-0.0309	0.8174	0.8881	0.3724	1.0462	0.8450	-1.2138	-0.2901	1.0414	-0.1386	0.6105	0.1544	-0.8799	0.3481	-1.8465	0.0128	-0.2488
-0.4018	0.9960	-0.1321	0.7458	0.1500	1.2907	0.4127	0.0631	1.6396	0.6117	0.6251	-0.0536	0.7540	-0.4246	1.4229	0.2708	-0.1868	0.8990	0.5610	0.9728	0.3085	0.7968	1.2569	-0.4231	-0.0720	-0.3435	0.9477	1.2904	0.4403	0.6245	0.8935	1.3551	0.5079	0.5983	-0.1801	-0.2528	-0.3482	0.5394	-0.9193	0.8899	0.7314	-0.4479	0.4156	0.3665	-0.6485	-0.6105	-0.5169	0.1783	0.1530
0.1559	0.5044	0.0383	-0.2022	-0.1341	-0.1355	0.1331	-0.2900	0.8159	0.5544	0.3979	-0.0082	-0.0609	0.1337	0.7432	-0.7818	0.5690	0.4932	0.3133	0.2634	-0.1753	0.8746	1.1088	0.7874	0.3111	-0.2931	1.7233	1.0903	-0.5914	-0.8696	0.1170	0.8269	0.3945	0.1904	-0.5334	0.3803	0.1605	0.2994	-0.5990	0.5384	0.9292	-0.2972	-0.1781	0.3486	-0.3837	-0.5831	0.4800	-0.0131	0.5995
0.0210	0.6154	-0.5921	-0.5531	-0.0112	-0.0616	0.7747	0.0524	-0.5413	1.2959	1.1674	1.0449	-0.7188	-0.5976	0.1480	-0.8022	0.9675	0.1627	0.1846	0.6127	-0.4600	0.4738	0.5669	1.6112	0.6124	0.9734	-0.1978	-0.2776	-0.5756	-1.0119	0.0559	-0.8395	0.6636	0.4384	-0.6030	-0.0975	0.3361	1.2867	-0.0063	0.3297	1.1157	0.0794	0.0308	-0.1183	-0.0914	0.0249	-0.6437	-0.5176	1.4539
0.4338	-0.2075	-0.1395	-0.5443	-0.2793	1.0405	0.8593	0.0258	0.4889	-0.0524	0.0462	0.5239	-0.0973	-0.8212	-0.2891	0.0397	0.9996	0.5535	-0.2575	0.9362	-0.6468	-0.0764	0.8751	0.9532	0.6635	0.2868	-0.4417	-0.8087	-0.8201	0.3932	0.1241	0.2426	0.1931	-0.1613	-0.5008	-0.0174	0.5482	1.3509	0.6579	0.3578	0.4145	0.0479	0.6736	-0.7694	0.4876	-0.3947	-0.4410	-0.6824	0.7819
