IC05	IC08	IC09	IC15	IC16	IC17	IC18	IC19	IC20	IC23	IC24	IC26	IC27	IC29	IC31	IC33	IC36	IC37	IC38	IC41	IC42	IC43	IC44	IC45	IC46	IC47	IC48	IC49	IC50	IC51	IC54	IC56	IC58	IC60	IC62	IC63	IC64	IC65	IC66	IC67	IC68	IC69	IC71	IC72	IC73	IC74	IC75	IC76	IC77
0.0149	1.2226	-0.5103	-0.5026	0.3778	0.7770	0.0591	-0.8410	0.5462	0.8139	1.0498	-0.7714	1.2133	-0.9464	-0.1404	1.2490	-0.1655	-0.5290	-0.3488	-0.0546	0.0389	0.1632	0.2348	0.2998	2.2732	0.0986	-0.0016	2.0707	0.1665	1.0257	-0.7948	0.5828	0.7149	0.0619	2.1879	0.4798	0.1391	1.0194	1.5518	-0.5698	1.7990	-0.6948	1.6308	-0.1497	1.1633	-0.5404	0.8036	0.4867	0.1055
-0.0009	0.8987	-1.1661	-0.5217	-0.3039	0.5321	-0.2708	0.2356	0.5068	0.1250	1.0233	-0.2069	0.1930	-0.6367	0.6120	0.9032	-0.4597	-0.3028	-0.6273	-0.5928	-1.0829	0.1590	-0.1208	-0.4968	0.7121	-0.4109	-0.9057	1.0918	0.3410	1.5510	-0.8416	0.8282	1.7875	-0.1959	1.2173	0.7278	1.9815	1.4646	1.8359	0.4837	1.6964	-0.7684	1.5516	-0.6795	0.5576	0.2318	1.0696	0.6213	1.1365
-0.3723	0.1794	-0.4390	-0.6165	-1.0202	-0.6119	-0.4074	0.9367	0.3688	0.8650	0.2403	-0.4967	0.0444	-0.8296	0.9503	-0.3208	-0.8490	0.5870	-0.9685	-0.2868	-0.4727	-0.2851	-0.2482	0.6690	0.5435	-0.9067	-0.5931	0.5912	-0.4655	0.9631	-1.3820	1.5711	1.0477	-0.4656	1.4871	1.4491	0.6128	1.4266	0.2055	0.2291	-0.2540	-0.7914	0.5127	-0.5466	1.1964	-0.6730	0.5578	-0.3661	0.8847
-0.2754	-0.1602	-1.3155	-0.6350	0.0109	-1.2422	-0.4660	-0.1908	-0.3902	-1.0865	-0.4927	0.2249	-0.7626	-0.5170	-0.4613	-0.3774	-0.6244	1.4642	-0.5090	-0.7705	-1.0098	0.0786	0.5382	0.7721	1.4187	0.3931	-2.2185	0.5176	-0.7723	-0.1242	-0.9840	0.8591	-0.2768	-0.5269	0.5467	1.3483	-0.1317	-0.3080	0.9283	0.3351	-0.0246	-0.3980	-0.0611	-0.7791	1.2534	-0.7263	0.1299	-0.4483	0.6962
-0.2192	-0.1854	-0.9526	0.0262	0.0197	0.3789	-0.3349	1.0717	-1.1781	-0.0557	-0.4456	-0.6007	0.9473	-1.2437	-0.1934	0.8535	-0.1709	1.5225	-0.3089	-0.7644	-0.7842	1.1325	0.0152	1.2958	1.7434	1.8984	-1.0947	1.3692	-1.0287	0.9012	-1.2857	-0.1441	-0.5866	-1.0693	-0.0492	1.6210	-1.2018	-0.5551	0.7309	0.6446	-0.3506	-0.2482	-0.5188	-1.0408	0.1000	0.0065	-0.5162	-0.5116	0.3182
-0.0846	0.3816	-1.2688	0.9260	0.7597	0.4760	-0.5991	0.3978	-0.8485	0.6466	-1.3302	-1.0759	2.7312	-0.8502	1.1439	1.6790	-0.9322	0.6855	-0.3736	-1.2976	-0.0614	0.5614	-0.0517	-0.5184	0.3708	0.0745	0.2949	0.6104	-0.8847	2.0004	-1.2245	0.8522	0.9986	-0.5379	-0.2457	0.6606	-0.6742	0.2538	0.4715	0.2193	0.8301	0.1390	-1.2784	-0.0253	-0.1273	1.1335	-0.2836	0.0577	0.0509
0.5888	0.1922	-0.7866	0.1392	0.2098	-0.6510	0.7150	-0.1002	0.3883	0.9247	-0.7955	-0.1769	2.2108	-0.9843	1.3686	1.2282	-1.5868	-0.0714	-0.6619	-0.0785	-0.1830	-0.6022	0.1104	0.7194	-1.0300	-0.3830	-0.6926	0.4528	0.9181	2.3269	-0.1063	1.1887	0.4365	0.2790	-0.6219	-0.2143	0.2695	1.0017	-1.1101	-0.1014	-0.6074	-0.0391	-0.9639	0.3558	-0.4122	0.6309	0.2537	-0.0733	0.5304
0.3632	-0.0472	-0.4159	-1.6753	-1.5352	-1.6944	2.1493	-0.1586	0.5686	-1.2833	-0.1603	-1.4157	1.1798	-0.7854	-1.4325	0.2190	-0.1422	-0.2425	0.5568	1.0093	1.0552	-0.0270	-1.5352	-0.8765	-1.3045	-0.1243	0.4212	0.5929	1.1603	0.9568	0.5129	-1.6150	-1.2686	0.7573	0.1801	0.4564	0.3413	-0.8771	-0.0853	-0.7008	0.3252	0.0215	0.4489	-0.6868	0.0386	-0.6968	-0.1087	0.2991	-0.0903
0.3478	-0.0773	-1.0508	0.6466	-0.9949	-0.6002	1.2416	-0.3476	0.2651	-0.9932	-1.1087	-0.3367	-0.5957	0.1977	-1.9245	-0.0940	0.1851	-0.2303	-0.5917	-0.4635	1.4461	0.5977	-1.4449	-0.3919	-0.8282	-1.3557	0.0580	-1.0173	1.5499	-0.9824	0.3081	-0.5114	0.7613	0.8104	-0.0323	-0.9246	-0.3856	-0.4690	0.3316	-1.1245	0.1845	1.5599	0.3524	-0.5511	0.9355	-0.0081	-1.3289	0.5577	-0.7198
-0.0349	0.3083	-1.5804	0.3010	-0.5039	0.3552	0.4649	-0.9894	0.7954	-0.0858	1.2008	0.9584	-1.5043	-0.4172	-0.1206	-1.6993	-0.2102	-1.2281	-1.0651	-0.1539	-0.1172	-1.3475	-1.0487	-0.3223	-0.3991	-1.1503	0.1133	-1.3697	0.9478	-1.0280	0.2021	0.8067	-0.0707	1.1329	-0.4271	-2.1026	0.0242	-0.0292	0.5061	0.5076	0.0479	0.3019	0.9543	-0.1530	0.4691	1.9151	0.6925	0.2809	0.0956
