2.6745	1.3247	0.61877	2.2863	1.1291	1.3769	0.82969	0.60155	2.9707	0.80228	1.5311	2.6686	1.365	0.7095	2.2881	1.3703	0.79169	1.9405	2.7192	0.67758	1.2124	1.8703	3.2654	2.3036	2.528	2.0586	0.99926	0.78945	0.59013	2.7432	3.6195	2.3019	1.5031	2.1255	1.235	1.8274	1.2977	2.2702	10.491	2.7841	1.0952	0.85277	0.77633	1.0315	1.2502	1.1926	1.7648	1.4907	1.6316
1.9389	4.2128	0.60067	9.5934	5.5545	2.3782	2.978	1.3874	0.89549	0.4139	2.0704	4.1079	1.6763	3.1233	2.1325	1.7761	1.4389	1.257	3.6438	1.6479	1.2791	4.4176	4.6687	0.90022	0.68567	0.88885	5.5322	2.8967	4.9211	2.2419	2.4415	2.1782	2.2723	4.9329	7.9146	5.5679	0.69464	1.6649	6.9654	5.8503	4.1377	1.5195	3.0096	1.1964	1.0868	1.5889	0.82253	4.5296	1.0476
1.7658	4.3126	0.7493	2.2864	7.6658	3.3539	1.6529	1.4001	2.911	1.0262	0.84515	2.4382	3.2035	3.5825	4.4791	3.0343	1.3887	5.7764	4.3537	0.52703	1.1848	3.4394	4.0153	2.3337	4.8997	2.0219	1.7623	4.0185	3.0218	5.0825	4.6572	3.1769	0.71918	6.1193	0.25227	6.4989	1.5641	1.1167	22.051	6.8806	1.6958	2.4106	2.9967	0.51505	2.3206	1.4808	1.7255	3.5751	3.6723
2.1321	5.7892	2.0606	8.4122	3.8162	1.7717	7.45	2.0442	1.3803	0.94449	2.323	9.2977	5.9126	1.2305	5.765	0.66637	1.1358	5.5552	1.0281	2.8633	2.0517	3.0619	2.5324	4.7852	7.0063	3.2446	2.0344	2.7176	5.5032	9.3081	8.7831	1.9198	2.8234	10.49	3.4067	6.8266	0.90706	16.588	7.0088	7.8215	8.7247	1.8862	1.2107	4.8944	2.4912	5.5992	1.0164	3.2436	3.1245
0.36461	1.5324	0.73163	6.4112	2.536	2.6225	0.56355	0.66197	1.5859	0.27652	2.1818	3.4244	0.38309	1.2517	2.1097	1.2067	0.098686	1.0678	0.48043	1.2683	0.71413	2.4694	1.1204	5.7041	0.5214	0.95024	1.3688	3.9824	2.1924	0.31506	1.8048	0.45838	0.55033	0.679	2.8608	2.2971	0.47401	1.2764	4.3359	2.3717	2.9145	0.53206	5.1355	1.6535	0.078314	0.56082	2.7122	1.2871	1.1558
6.6183	6.7399	2.819	5.0933	1.5189	3.4055	2.4863	0.51995	1.9425	0.68727	1.3707	1.8188	2.8185	1.9264	2.8902	1.4542	7.8242	4.6433	3.2018	1.8734	0.89635	10.453	4.0815	2.2473	6.6469	5.7003	5.3132	0.71707	5.9317	2.6715	7.4506	1.6602	4.0408	5.6215	5.5249	3.937	1.5109	2.3484	2.905	1.7045	1.4114	2.9386	3.4892	2.9196	6.1135	1.3087	2.3533	3.6995	2.0215
0.8096	3.5691	0.82843	3.6271	1.8343	1.0349	1.1923	0.21476	0.71305	0.37728	0.66125	3.2819	1.6504	1.3266	2.2614	1.7407	2.2977	0.98011	1.2448	0.40874	1.4972	2.6886	1.728	2.5508	2.1059	0.4165	1.777	1.0559	1.1854	1.778	3.1745	0.54815	2.7798	2.2754	0.72897	0.88587	0.17848	1.7902	1.2189	4.4784	1.4952	2.1323	0.5011	1.4588	1.0724	2.6228	0.62375	1.3535	1.6199
0.52463	1.8013	0.78522	2.2571	1.4632	0.43817	1.4807	0.60443	0.90357	0.72909	0.29231	5.3994	0.90895	0.38882	2.6245	0.33351	1.2746	0.70165	0.28644	0.062061	0.97904	0.52496	1.2271	1.0685	1.7146	0.54968	1.348	1.723	0.39032	0.32866	0.548	1.2517	0.90149	2.1733	2.0088	3.2398	0.71208	1.1447	1.208	1.621	1.4472	0.23466	1.556	0.46808	1.2851	0.77759	0.9318	2.5434	0.72287
4.3581	2.1779	2.3003	1.501	2.2909	0.35151	1.9083	0.50998	2.3817	0.12694	0.39044	1.0878	0.31131	0.55237	6.4948	1.1868	0.58448	1.3824	0.77583	0.89683	1.225	0.97225	1.1176	0.52646	1.8023	1.825	2.0493	1.4022	1.8132	1.2672	0.25852	1.5472	0.59446	0.44794	2.4051	0.6229	0.70519	1.0398	0.9966	1.4506	0.80337	0.32353	0.62064	1.8728	0.92025	0.41473	1.1577	2.52	0.5348
4.9267	1.883	1.3394	2.2931	1.5385	2.2336	0.37253	0.93533	2.2261	0.55088	1.838	1.6297	0.35803	2.4685	0.8566	0.21798	0.48032	4.6032	0.59854	0.7978	2.4261	2.7819	3.2419	2.939	1.9643	4.9509	2.0831	1.5904	4.3409	1.122	1.0309	0.94431	1.1563	3.7398	1.3773	1.1604	1.1654	3.0064	6.2973	3.0099	2.4328	2.1295	1.1184	1.9276	1.7244	1.8615	0.97414	2.8995	3.1241
