B1	0.5	0.115175628	0.128121607	0.146097475	0.048736118	0.036539851	0.070950644	0.044997358	0.044121995	0.077639886	0.032422388	0.073288897	0.09802828	0.040515432	0.077268152	0.044256147	0.103385334	0.072615831	0.042920778	0.063751439	0.016374977	0.123620571	0.079764799	0.271485136	0.092562568	0.094174647	0.030250465	0.129323469	0.030391551	0.015473488	0.039173172	0.120585709	0.110220213	0.031939165	0.038831405	0.031031262	0.103906516	0.042357328	0.119462991	0.085088826	0.037373753	0.060239547	0.083687651	0.066214981	0.059041146	0.055086559	0.105985212	0.073158076	0.089558114
B2	0.110012141	0.49998722	0.030799735	0.080645534	0.011738943	0.065235638	0.132101482	0.0713763	0.084133036	0.089138577	0.038193876	0.186029983	0.100624012	0.066945446	0.046212635	0.176822288	0.01503841	0.028454948	0.044461059	0.070643151	0.090598532	0.091058822	0.083678387	0.107592647	0.095677869	0.107688098	0.050761823	0.064281309	0.132751342	-0.012329781	0.056865057	0.089158013	0.089114583	0.089447059	0.088697737	0.091271451	0.079001841	0.095835348	0.077914576	0.119851293	0.011607211	0.072732735	0.069547725	0.073998181	0.080031176	0.042495811	0.148944	0.105226308	0.049951243
B3	0.134972673	0.028065916	0.499974429	0.103231795	0.042322231	0.029343401	0.062940451	0.018037318	0.028970233	0.106328562	0.095269204	0.06722557	0.037762087	0.057096727	0.089191727	0.087774297	0.07915898	0.09004263	0.068628264	0.029026715	0.073912105	0.03983821	0.072842032	0.094317579	0.040380446	0.028878611	0.049181475	0.06989585	0.052661257	0.009745971	0.064155902	0.048114454	0.29426953	0.025621603	0.049245458	0.043429639	0.011998446	0.04900478	0.072393195	0.125027166	0.24169334	0.036579582	0.103028328	0.12909256	0.076048364	0.078552398	0.036253618	0.055006176	0.089362736
B4	0.120509505	0.102795561	0.085173285	0.5	0.0343627	0.032467258	0.105598382	0.078209594	0.183508908	0.137433635	0.064985751	0.063750044	0.087728092	0.062942221	0.04951059	0.132904984	0.09656311	0.128601013	0.052744649	0.078057117	0.08347404	0.07289994	0.102725947	0.11790791	0.10926116	0.12354342	0.08404884	0.113916361	0.035000603	0.016616169	0.15269046	0.114417048	0.115321328	0.07590447	0.046269176	0.046631643	0.058983022	0.089532083	0.096860841	0.105810002	0.04042924	0.08989534	0.108883202	0.121347387	0.020947089	0.085155786	0.179800335	0.089057866	0.070275869
B5	0.100805023	0.068720033	0.064657682	0.050655909	0.50004	0.148669561	0.054219371	0.08370853	0.057097637	0.051751818	0.177060274	0.127845461	0.078469772	0.074954184	0.079017943	0.034748475	0.087298713	0.08690239	0.041932667	0.056006554	0.079317894	0.03523664	0.058963582	0.05687575	0.160699832	0.072836887	0.059165079	0.065760902	0.132346857	0.040298838	0.040560619	0.032882092	0.065222998	0.07553525	0.257385594	0.098929117	0.028507488	0.080078541	0.155754101	0.068291816	0.007922276	0.083026217	0.003262922	0.06921034	0.034372344	0.06199532	0.079736302	0.061162734	0.0745991
B6	0.03799966	0.134214355	0.051906313	0.026190887	0.084815123	0.50032	0.034689838	0.181031995	0.043855319	0.03153866	0.083972668	0.106998286	0.157778803	0.051725595	0.047804209	0.036087847	0.110448966	0.076069135	0.092285026	0.164019491	0.032885535	0.085149451	0.070322741	0.068758272	0.058794828	0.122976407	0.054642849	0.037047238	0.036073021	0.076932994	0.044745052	0.090094528	0.039891514	0.142826776	0.07117311	0.13352346	0.212916433	0.06537843	0.147383695	0.064452882	0.06989951	0.070401446	0.052475703	0.043986606	0.103891017	0.070003535	0.132046141	0.107712007	0.082312264
B7	0.063207235	0.136283946	0.078543599	0.099741873	0.057682451	0.015050008	0.5016	-0.066841109	0.126992096	0.090397914	0.13082289	0.031578763	0.033383835	0.061034122	0.113874933	0.076372537	0.163436676	0.051395818	0.055425979	0.072867172	0.067646715	0.108065904	0.124830863	0.095683754	0.057026376	0.090145482	0.044880374	0.089898218	0.07188734	0.03149313	0.07435247	0.105070685	0.102295292	0.055062768	0.079588589	0.068285625	0.114327631	0.153371275	0.068952336	0.075813907	0.088893563	0.135921383	0.102636961	0.089342914	0.065559518	0.085415298	0.098786867	0.077205276	0.067994656
B8	0.070206074	0.155484656	0.055235567	0.150361873	-0.021807494	0.123340443	0.056415516	0.5	0.051017098	0.06410908	0.072753618	0.176477506	0.138019163	0.03758942	0.064090671	0.066946718	0.068198128	0.047708029	0.042993828	0.089694845	0.058142156	0.043514721	0.096063032	0.036659149	0.051176733	0.157247835	0.093578815	0.228696229	0.066094581	0.156538332	0.055526679	0.098798327	0.131626629	0.052452431	0.038432912	0.23448403	0.077179483	0.087641645	0.165386687	0.14193466	-0.030905869	0.052789844	0.062931657	0.057040269	0.109470865	0.058698701	0.140937906	0.189505228	0.036478298
B9	0.037295619	0.08717003	0.060360871	0.190501599	0.031188897	0.056996	0.150360443	0.003343984	0.499906767	0.052819696	0.031129571	0.052312749	0.039548963	0.033607423	0.087299572	0.110214289	0.157840654	0.090335209	0.034065344	0.110935029	0.177840985	0.077156595	0.079242367	0.044932865	0.051904147	0.054158564	0.049577052	0.093758681	0.047210002	0.031208452	0.152330281	0.035569705	0.061485149	0.085078187	0.075892167	0.050826862	0.030323895	0.056019321	0.031687646	0.026247379	0.099445157	0.093944179	0.09991395	0.34578556	0.062008611	0.105947197	0.123562033	0.10559077	0.046762081
B10	0.08598001	0.097982157	0.121961073	0.135243427	0.076995625	0.014980956	0.099980381	-0.02354096	0.06135399	0.5	0.037791617	0.065303489	0.027805791	0.148766777	0.05974894	0.117757096	0.108793469	0.063473583	0.04808179	0.097531122	0.054613461	0.037441986	0.051288639	0.060947436	0.024318801	0.099187087	0.081622967	0.108932095	0.03668003	0.04226873	0.120658077	0.110490084	0.208821241	0.052703891	0.028762466	0.048697969	0.023973362	0.117795759	0.087072836	0.155381588	0.125182691	0.031447031	0.300703371	0.102293956	0.118111484	0.055291834	0.045540277	0.013088868	0.100642902
