B1	0.500030341	0.16571306	0.203806858	0.313742424	0.04137608	0.057995654	0.08094647	0.051086514	0.105354953	0.129029895	0.03944265	0.075738507	0.032364124	0.05774437	0.051571485	0.087682055	0.158554654	0.063761524	0.05199744	0.042810337	0.042002662	0.019096037	0.078732788	0.131096423	0.104480761	0.138743851	0.046832451	0.059332654	0.026039635	0.151004887	0.04151458	0.067558309	0.24243708	0.047421577	0.059980636	0.040865763	0.077245842	0.050693479	0.07561654	0.253111789	0.06451508	0.043881061	0.132568874	0.037003959	0.063307498	0.067805649	0.035579553	0.08801402	0.04491686
B2	0.161041308	0.5	0.075150557	0.101056646	0.059374762	0.078772547	0.113774258	0.077123658	0.081320016	0.074639872	0.070251462	0.053114218	0.055427453	0.110964155	0.08515703	0.107688785	0.058609469	0.032161461	0.04687684	0.065901799	0.076971604	0.068891506	0.062600747	0.082088045	0.076485338	0.094097638	0.039968957	0.043392441	0.067775689	0.099556946	0.053652052	0.061931882	0.088071929	0.10112013	0.079368245	0.066167814	0.042454177	0.039546694	0.076264325	0.108429029	0.033019425	0.074817185	0.141720695	0.072377696	0.062898685	0.055029215	0.112626433	0.036352779	0.090177365
B3	0.268731328	0.081710517	0.5	0.128144548	0.057044265	0.051199372	0.079155265	0.00753268	0.09590278	0.344778178	0.07681973	0.071055853	0.039783405	0.042722214	0.077048462	0.08275548	0.088857125	0.079537216	0.052432066	-0.002416208	0.036840758	0.081802176	0.071575656	0.080799796	0.050534703	0.046074871	0.044964486	0.064986759	0.056958062	0.020011933	0.049481862	0.055072743	0.36334459	0.016275605	0.069087408	0.040198694	0.059579637	0.036407497	0.070345043	0.156205558	0.132608364	0.077037183	0.072406986	0.069266588	0.073891385	0.070671974	0.068605302	0.062484812	0.088311141
B4	0.200626038	0.107636524	0.111128468	0.5002	0.080089773	0.022924272	0.099257557	0.070796399	0.057328481	0.124104538	0.029197995	0.050355844	0.046198068	0.061794982	0.070085804	0.0692791	0.130437544	0.10357521	0.070825544	0.073022614	0.083614206	0.029055264	0.051580983	0.085079712	0.1310087	0.177003791	0.036953768	0.067484777	0.05096618	0.034359947	0.088926653	0.089628649	0.10492306	0.057566222	0.055946517	0.044255142	0.068492204	0.069733565	0.062324051	0.111460409	0.023329506	0.093906545	0.062842672	0.091034325	0.000615112	0.0664583	0.083445157	0.091485029	0.035395769
B5	0.050521543	0.059858901	0.068382451	0.070399441	0.50344	0.128554907	0.028181262	0.067918351	0.074303119	0.039318874	0.137995784	0.109056267	0.087156516	0.083821364	0.033870849	0.023046208	0.048100451	0.094682972	0.135582353	0.031588207	0.09110098	0.1208066	0.0404614	0.064566265	0.113100765	0.058642963	0.046399462	0.053903931	0.12262581	0.039811335	0.046253112	0.022982206	0.052265805	0.078132072	0.086663573	0.085838067	0.166207733	0.040352828	0.033732452	0.040320801	0.009816784	0.040351412	0.059994846	0.033103541	0.035982499	0.078175585	0.083178835	0.079393376	0.043930033
B6	0.064366887	0.113234678	0.066680987	0.033712121	0.108350016	0.500821604	0.056930037	0.143595449	0.032897163	0.046354855	0.109203361	0.318944488	0.097941637	0.036324311	0.04884986	0.045734475	0.162203408	0.048855132	0.056185706	0.289917792	0.054836327	0.080723773	0.055919369	0.028793253	0.027420615	0.096172488	0.0670985	0.022686292	0.059023499	0.040722451	0.051248401	0.037602416	0.078719222	0.113021403	0.038081321	0.149547606	0.249054529	0.047237714	0.118617366	0.114893415	0.009333025	0.037550545	0.053251184	0.046779358	0.098848101	0.075716011	0.051981238	0.071148335	0.095622058
B7	0.081092404	0.112325673	0.082528183	0.084345093	0.036873325	0.060312078	0.499978404	-0.011112383	0.137972889	0.113335852	0.128806576	0.053512746	0.045920781	0.053422802	0.154083868	0.082695232	0.086901729	0.067674035	0.05429934	0.089928025	0.110719192	0.057890755	0.116315809	0.083154883	0.051246958	0.022833513	0.025911154	0.084477428	0.058719819	0.075250989	0.057628529	0.05286839	0.096194386	0.058025199	0.09189764	0.12199283	0.121444101	0.069196018	0.064390953	0.007435452	0.178005808	0.110710059	0.070497451	0.110784908	0.069641501	0.104439322	0.081332141	0.038170293	0.060057233
B8	0.059917881	0.126594664	0.05445604	0.087081932	0.070478409	0.109334526	0.019293743	0.5	0.039404634	0.039059089	0.062548284	0.101473234	0.263270664	0.060203527	0.069999966	0.101306057	0.081018503	0.175526868	0.066865012	0.094391401	0.059336575	0.013805844	0.051172383	0.045938181	0.036156336	0.074220468	0.119578435	0.093676678	0.064063393	0.077936331	0.047738151	0.106985146	0.08000418	0.069808986	0.033417081	0.284120951	0.049682744	0.045282436	0.221876316	0.073914968	-0.009477756	0.072687475	0.079883293	0.046362538	0.103748118	0.070211162	0.138236446	0.093200287	0.034071325
B9	0.064644851	0.094031755	0.162528799	0.066678273	0.078400279	0.042347613	0.191123536	0.033509567	0.5	0.048167233	0.091636789	0.045268843	0.056611682	0.03996151	0.078960147	0.071626561	0.12821707	0.057167126	0.094516016	0.05571052	0.134428667	0.069481195	0.065537705	0.062334224	0.041267587	0.046794543	0.030868416	0.109089794	0.05083633	0.043386213	0.084933448	0.114910517	0.070430837	0.094285889	0.105203436	0.117822477	0.026632269	0.085030853	0.038948715	0.034388096	0.028644497	0.083070906	0.050138125	0.107128127	0.14501751	0.114696426	0.203462826	0.089502683	0.034582645
B10	0.139365946	0.097839693	0.241934302	0.126537102	0.034123585	0.041868926	0.109804926	0.011601684	0.072765624	0.5	0.043391052	0.058177647	0.040125344	0.067797968	0.070599747	0.113395118	0.092769589	0.060688181	0.076121417	-0.015691897	0.051158761	0.039021547	0.059845277	0.041928445	0.026386324	0.035563053	0.033461525	0.114232254	0.043553964	0.071795755	0.05977361	0.108090479	0.187531764	0.043840642	0.049431176	0.076674291	0.056034524	0.081668687	0.058438065	0.171665868	0.154051484	0.048951866	0.096218497	0.086454268	0.081367609	0.048187817	0.076386995	0.062411378	0.100436897
B11	0.034291563	0.064684536	0.052472335	0.030479629	0.130955375	0.174495675	0.121717037	0.023925072	0.084125493	0.041755478	0.5004	0.067571707	0.065266965	0.109223522	0.031369016	0.069776072	0.04038573	0.094128166	0.079859806	-0.003597077	0.097632932	0.109402657	0.036154107	0.076804063	0.074403843	0.078814848	0.033444573	0.050689269	0.126502794	0.077933395	0.04051785	0.02988866	0.042561141	0.075813304	0.121299679	0.161374061	0.110109222	0.057854553	0.056407294	0.013312965	0.017397426	0.086011565	0.063394951	0.025767141	0.009966726	0.11748656	0.13588785	0.066251413	0.119298304
B12	0.067589076	0.049548428	0.068420826	0.03230792	0.097319562	0.227230062	0.076557442	0.162378463	0.04046465	0.043491224	0.061072654	0.5	0.036503577	0.080403256	0.055930458	0.035980813	0.035930591	0.056079001	0.093436516	0.11710525	0.0441537	0.068412715	0.054659348	0.032600613	0.037674622	0.091377566	0.161622694	0.042710657	0.071647919	0.040291821	0.061168047	0.043870213	0.05705093	0.065083883	0.096312673	0.137066108	0.106144126	0.043843955	0.124233474	0.082806746	0.002307394	0.071552153	0.074754088	0.051471901	0.109897873	0.058816252	0.022885251	0.062121566	0.056175041
B13	0.051631016	0.067455022	0.049418633	0.050297144	0.084842078	0.100748206	0.039732423	0.18000562	0.047783426	0.056295847	0.074066219	0.038656732	0.5	0.038848808	0.033503057	0.088339493	0.133548723	0.092263161	0.077686388	0.119287102	0.118237612	0.165716291	0.064049052	0.072923808	0.025466383	0.078443989	0.059695286	0.085680206	0.01863506	0.039487055	0.062547873	0.152309924	0.045895517	0.148786104	0.265509228	0.131467105	0.070374183	0.102381861	0.078790317	0.102704455	0.040019405	0.0455967	0.050858296	0.098751633	0.011244805	0.047708798	0.173346225	0.115377129	0.023602044
B14	0.046878215	0.062086856	0.043134648	0.055524087	0.090915253	0.033578142	0.029714836	0.050517618	0.040374577	0.065013409	0.122447102	0.084441439	0.055506296	0.5	0.03640198	0.050194004	0.062509908	0.070965511	0.059231328	0.01103614	0.037139748	0.096398567	0.036335497	0.04654491	0.091875664	0.093255531	0.091702694	0.04101977	0.085701887	0.061236249	0.028057098	0.038570555	0.027479805	0.032648696	0.061079255	0.079485573	0.043518036	0.060790813	0.043130277	0.032294883	0.009883875	0.061822498	0.072522501	0.100284076	0.065553643	0.055758869	0.055076429	0.062701724	0.064036333
B15	0.050049195	0.08940791	0.128340326	0.075225979	0.050074305	0.047709293	0.174759692	0.077856694	0.070256452	0.085667272	0.058421023	0.056280765	0.02724659	0.051071462	0.58088	0.27182876	0.067440506	0.080406324	0.042438608	0.088206147	0.070875775	0.048329777	0.124694115	0.093849622	0.054287728	0.071821772	0.064580879	0.057723217	0.181189548	0.046810232	0.103599464	0.053227489	0.0841936	0.032786641	0.115736685	0.038810464	0.115665025	0.095029227	0.115181656	0.033036797	0.063110753	0.119370847	0.101187873	0.1420964	-0.0241613	0.181621571	0.068432507	0.025315145	0.097317223
B16	0.07329476	0.111351568	0.07251689	0.068429956	0.042692952	0.048829968	0.094428779	0.098324014	0.092373696	0.113259678	0.057947729	0.04075677	0.087973189	0.083440368	0.193759869	0.5	0.064818547	0.064353189	0.099455306	0.055600072	0.064456045	0.08350731	0.293520046	0.100631549	0.058381515	0.043478322	0.048687339	0.072696531	0.013150684	0.034219012	0.069437085	0.12153216	0.086966897	0.052560833	0.043229972	0.047504004	0.05755534	0.046214638	0.029619141	0.017690338	0.055513162	0.0709682	0.094117703	0.128071943	-0.011202305	0.065741049	0.107504823	0.095027144	0.107809469
B17	0.123155395	0.066725172	0.093218322	0.096217842	0.056862296	0.130991889	0.084629784	0.109035569	0.085958946	0.091674855	0.043359414	0.046624257	0.138249925	0.065449303	0.055818827	0.057020749	0.50008	0.125963283	0.05479729	0.040022442	0.03703502	0.060195225	0.072403324	0.119472053	0.130057474	0.074258274	0.072828882	0.037359017	0.002367167	0.076162749	0.072719051	0.117185367	0.129120961	0.041407916	0.05747269	0.038914716	0.083862041	0.110922931	0.033101813	0.0581467	0.058374819	0.056826996	0.134024986	0.047053063	0.10763268	0.039804897	0.08032124	0.024638587	0.100574354
B18	0.078579221	0.030071395	0.079617542	0.135354447	0.134503406	0.05120299	0.046099366	0.097760148	0.037903119	0.086871236	0.091583298	0.056899848	0.086053739	0.063085667	0.081876924	0.068711388	0.095075759	0.51744	0.096505216	0.019266102	0.066511242	0.07264435	0.037426549	0.080258471	0.055513046	0.061647703	0.069842267	0.045810539	0.125600889	0.030524281	0.059224931	0.068537741	0.064747812	0.041680159	0.059397321	0.100209774	0.082566912	0.073245087	0.036405472	0.079389528	-0.025012113	0.066368519	0.042167628	0.049121892	0.025330758	0.040686501	0.076158035	0.054829353	0.022398351
B19	0.052540123	0.046296354	0.046921275	0.071583626	0.11960472	0.125161921	0.069549152	0.037318015	0.111820251	0.074053654	0.087631113	0.082035604	0.092753922	0.049157944	0.032022227	0.087574701	0.04277147	0.094177507	0.50148	-0.004826272	0.285344145	0.063049811	0.081364624	0.169335297	0.049755834	0.069832636	0.071521344	0.091674721	0.043083097	0.094024774	0.086863604	0.041545796	0.083554209	0.146143235	0.039579679	0.196372018	0.069661713	0.049100108	0.057548237	0.012288888	0.062577035	0.072657576	0.135608372	0.09316312	0.06240453	0.066510495	0.104769921	0.030790146	0.132019534
B20	0.037675906	0.071693055	0.059017939	0.085839415	0.083154753	0.184887979	0.065301939	0.119306605	0.047533072	0.054939797	0.03150236	0.141961724	0.116445784	0.033488375	0.048366069	0.085436319	0.051026681	0.03477069	0.084030735	0.49992875	0.025205491	0.02573838	0.061454396	0.04450465	0.042131763	0.047646593	0.073357616	0.050052085	0.026364614	0.027018941	0.068479184	0.080598927	0.03193376	0.030888166	0.022654725	0.10823281	0.056079181	0.052338077	0.095062814	0.047104707	0.050035902	0.057564824	0.032475106	0.044360547	0.074056975	0.025294761	0.029806352	0.095357567	0.024829372
