0.4136,0.4012,0.5856,0.02,0.0348,0,0,0,0,0.0028,0.0048,0.0016,0.0016,0.4752,0.0108,0.0016,0.004,0,0.002,0.4268,0.3032,0.0016,0.0028,0,0,0,0.028,0.0036,0,0.0012,0,0.0004,0,0.0084,0,0,0.094,0,0.0008,0.1828,0,0.0012,0.0168,0.0044,0,0,0,0.0352,0.0032
0.7744,0.002,0.0024,0.0788,0.122,0.0048,0.4592,0,0,0.016,0.4744,0,0.0296,0.002,0.0004,0,0,0.012,0.048,0,0.6652,0,0,0.0208,0.0476,0.0064,0.3136,0,0,0,0,0,0,0.0032,0,0.05,0.0928,0.0044,0.1156,0,0.212,0,0.0068,0,0,0.1816,0.024,0,0
0.0016,0.0068,0,0.0004,0.0004,0,0,0,0.9044,0.0468,0.0036,0,0,0.0044,0.018,0.0036,0.0356,0.0012,0,0.002,0.1456,0.2628,0,0.0004,0.0004,0.0104,0.0864,0,0.0008,0,0.1688,0,0.0016,0.1084,0,0,0,0,0.0004,0,0,0.4944,0.0004,0,0,0,0.012,0.0012,0
0.038,0.0252,0,0.0168,0.0048,0,0,0,0,0.278,0,0,0,0,0.0064,0.0004,0,0,0.1328,0,0.0176,0,0.0004,0,0.0008,0,0.044,0,0,0,0.3452,0.2432,0.0004,0,0,0,0.0052,0,0,0,0,0.0008,0.0128,0.1396,0,0,0.0224,0.0048,0.0056
0,0,0,0,0.6184,0.2968,0,0,0,0,0,0,0.0176,0.0004,0.106,0.0004,0.0316,0.0644,0,0,0.0464,0,0.0052,0.0168,0.0012,0,0,0.0004,0,0.1752,0.0004,0.002,0.0024,0.0076,0,0,0.2996,0.0004,0,0.4996,0,0,0.0012,0.0404,0.0044,0.0004,0.0016,0.004,0
0,0.2052,0,0,0,0,0,0.2096,0.0004,0,0,0,0.0012,0,0.0304,0.0008,0.0044,0,0,0,0.3416,0,0.0028,0,0.494,0.0016,0.1292,0.4624,0.0324,0.046,0,0.0148,0.0004,0.0032,0.0456,0.0732,0.0024,0,0.0012,0,0.9204,0.018,0,0.1136,0.4736,0.0112,0.03,0.0068,0
0,0,0.0004,0,0,0.0964,0,0,0.06,0.0024,0.2192,0.5384,0.0444,0.0028,0.0028,0.0012,0,0,0.0068,0,0,0,0,0,0,0.0016,0,0.0224,0.0004,0.0376,0,0,0.0792,0,0.0184,0.0032,0,0,0.0236,0,0,0.0024,0.0016,0.0036,0.0044,0,0.002,0,0
0,0,0.7808,0,0,0,0.1404,0,0.0004,0,0,0,0,0.028,0.008,0.0056,0,0.0004,0.6096,0.0384,0,0,0.004,0.1476,0.0008,0,0,0.0704,0.0024,0,0,0.0236,0.0136,0.0176,0.4316,0.0012,0.002,0.032,0.0012,0.3028,0,0.0044,0.0004,0.0016,0.0012,0.1164,0.0004,0.154,0
0,0,0,0.156,0,0,0,0,0,0,0.282,0.0108,0,0.0088,0,0,0.0068,0,0.0128,0,0.0004,0,0,0,0.0192,0,0.0424,0,0.03,0,0.0004,0.6216,0,0.3064,0.002,0.0024,0,0.0228,0.3524,0.0016,0.0004,0.0476,0,0.0268,0.0592,0.3932,0,0,0
0.0104,0.4384,0.0008,0.0096,0.0004,0,0.4348,0,0.166,0.0048,0,0,0.0868,0,0.0196,0,0.0012,0,0.0444,0.2556,0,0.0004,0,0.0052,0,0,0,0.0044,0,0.0216,0.01,0,0.0352,0,0,0,0,0.0104,0,0,0,0.1424,0.0076,0.0152,0,0.002,0.0108,0.0124,0
0.0028,0,0,0,0,0,0.2232,0,0.0004,0,0,0.0032,0.012,0,0,0,0,0.0004,0.0016,0,0,0,0.0696,0,0.0236,0,0.0092,0.0228,0.018,0.0052,0,0,0.4992,0.0036,0,0.0056,0.0096,0,0,0.0408,0.0516,0.0136,0.0112,0.0004,0.0076,0.004,0,0.6076,0
0.002,0.0112,0,0,0.0108,0,0.102,0.002,0,0.2892,0.0016,0.002,0,0.002,0.0016,0,0.0008,0,0,0.58,0.0064,0,0.022,0.006,0.0072,0,0.0004,0.0564,0.008,0,0,0,0,0.002,0,0,0.162,0,0,0.0336,0,0.0072,0.0144,0,0.0032,0.0004,0.004,0.1016,0.0008
0.1384,0,0,0,0.0004,0,0.0004,0.0088,0.0004,0,0,0,0.0068,0.0108,0.0004,0,0.0064,0.044,0,0.0008,0,0.1016,0.0008,0,0,0.0124,0,0,0.0008,0,0,0,0.0108,0.0028,0,0.5268,0.0088,0,0.718,0,0,0.1672,0,0.0044,0,0.0004,0.0028,0,0.0556
0.008,0,0.018,0.0092,0.0148,0,0.0036,0,0,0.0052,0,0.0016,0.0004,0.0004,0.004,0.0472,0.0036,0.0176,0,0.0176,0,0,0,0,0.0172,0,0,0.004,0.0028,0,0,0.0132,0,0.1716,0.0004,0,0,0.0024,0,0,0,0.0016,0.038,0.0232,0.0132,0.0004,0.8248,0.0128,0.0192
0,0,0.0012,0.0064,0,0,0.002,0.0004,0,0,0,0,0,0.0344,1,0.9992,0.0124,0,0,0.0216,0.0004,0.0412,0.0004,0.0064,0.002,0.01,0,0.0012,0,0,0,0.1304,0.0024,0.0028,0,0,0.0004,0,0.0384,0,0.0892,0,0.0028,0.0308,0,0,0,0,0.0212
0.0004,0,0.0004,0,0.0356,0,0,0,0,0.0028,0,0.0004,0.002,0.0156,0.0148,0,0,0,0,0.0028,0,0.0036,0.1344,0,0.1516,0.04,0.0012,0.0064,0.0176,0.002,0,0.0012,0.0116,0.0044,0,0,0.002,0.0024,0.0572,0,0.0276,0,0,0.0252,0.1584,0,0.0268,0.0004,0.2696
0.0008,0.0108,0.0008,0.0048,0.0632,0,0,0,0,0,0.0008,0,0.0592,0.0272,0.0072,0,0,0,0.0032,0,0,0,0.0008,0.1168,0.0096,0,0.0092,0,0.0008,0,0,0.0004,0,0.3376,0,0,0,0.8356,0.0916,0.0192,0,0,0.0144,0.0012,0,0.0368,0.0012,0,0.0984
0,0.0476,0,0.4288,0,0,0.0052,0.5804,0.0008,0.18,0,0,0,0.0024,0.0012,0,0.028,0.5036,0.4604,0.054,0.0036,0,0,0.0004,0,0,0.002,0,0,0,0,0.0004,0.2832,0,0.0056,0.0824,0.0004,0.0088,0,0.0496,0.0644,0.0656,0,0.7856,0,0.0012,0,0.0308,0
0.1336,0,0,0,0,0,0,0.0048,0,0.3876,0,0.662,0,0.0056,0.0104,0,0,0.0048,0,0,0.0088,0.0012,0,0.002,0.0908,0.0048,0.0044,0,0.1724,0.1412,0,0,0.0144,0.2196,0,0,0,0,0.0052,0,0,0.0044,0.1756,0,0,0,0.0044,0.0408,0.0004
0.0868,0.284,0.0088,0.0304,0.0392,0.0368,0,0,0,0,0,0.016,0.0024,0,0.002,0,0.0004,0,0.0128,0,0.0004,0,0,0.0148,0,0,0.0032,0.004,0.0152,0.0004,0,0.0424,0,0,0,0.0056,0.0008,0,0,0,0,0.002,0.0004,0,0.0012,0,0.0088,0.018,0.194
0.0036,0.0012,0.2004,0.0016,0,0,0,0,0.0012,0.0072,0,0,0.24,0,0.0204,0.0012,0,0.002,0.0036,0,0,0,0.0056,0,0,0,0,0.0024,0,0,0,0,0,0.0092,0,0,0,0.0104,0.0004,0,0,0,0,0.0016,0.0124,0.0752,0.0056,0,0.0076
0.002,0,0,0.0024,0.0052,0,0,0.0004,0,0.0052,0.034,0.0904,0,0.0004,0,0.116,0.0064,0,0,0,0.0116,0,0,0.0012,0.0132,0.9556,0,0.0024,0.0272,0.0024,0,0,0,0.0028,0,0.3296,0,0,0.2836,0,0.0028,0.2804,0.0164,0.0024,0,0,0.5344,0,0
0,0.0028,0,0,0.014,0,0,0.0344,0,0.0072,0,0.0032,0,0,0.0092,0.0004,0.1192,0,0,0.0272,0,0,0.026,0.0924,0.0044,0.2156,0.0004,0.002,0,0.7192,0,0.0972,0,0.0632,0.0028,0.0004,0.0004,0.0004,0,0.0004,0,0,0,0.0004,0,0,0,0.0004,0.7092
