4.4908	0.018214	68.811
1.6047	0.00078048	11.633
0.56967	0.00018	0.98984
0.59165	0.0024727	0.99454
0.10642	9.0405e-05	0.53498
0.11298	0.00012514	0.49505
0.86272	5.0537e-08	47.838
0.1168	0.00010124	0.49443
1.3748	0.088734	7.5449
0.11391	7.8403e-05	0.48259
0.079463	3.6047e-05	0.34069
0.0011836	7.392e-11	0.01845
0.014708	1.6292e-05	0.06445
7.4191	0.0082974	38.084
0.0014055	1.0283e-06	0.0090639
0.085162	1.4363e-07	0.74059
0.18402	0.052491	0.57173
0.10492	0.045241	0.33213
0.016747	0.0029751	0.15589
0.33546	2.69e-06	2.026
0.38629	0.00019343	2.4481
4.6719	0.0013019	945.38
0.23724	0.029476	2.2997
0.22432	0.035163	1.3753
3.2718	0.00024958	431.64
0.19417	0.00031047	3.5501
0.17972	0.11477	0.29005
0.13008	0.073975	0.2612
0.18551	0.11932	0.29005
0.019788	1.6655e-05	0.12645
0.019551	2.1603e-06	0.13461
0.019524	1.8231e-06	0.11147
0.080227	0.0019388	0.56015
0.10822	0.010933	0.56015
0.038984	2.3395e-05	0.47105
0.14754	6.9058e-05	4.456
0.036741	0	1
0.32466	0.03173	0.85534
0.3555	0.044505	0.85534
0.52964	0.00032554	14.399
0.81472	0.0046462	3.2362
0.73568	0	945.38
